route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
075-183,2003-Liberty-Weekday-35,8299-1599937,Outbound-(OW)-ELLSWORTH-OAKLAND MORNINGSIDE-WATERWORKS VIA BAKERY SQUARE,0,075 -245,0750164
075-183,2003-Liberty-Weekday-35,8903-1599678,Inbound-(IW)-ELLSWORTH SOUTH SIDE WORKS VIA OAKLAND,1,075 -248,0750162
075-183,2003-Liberty-Weekday-35,8905-1600014,Inbound-(IW)-ELLSWORTH SOUTH SIDE WORKS VIA OAKLAND,1,075 -251,0750162
075-183,2003-Liberty-Weekday-35,8907-1599776,Inbound-(IW)-ELLSWORTH SOUTH SIDE WORKS VIA OAKLAND,1,075 -250,0750162
075-183,2003-Liberty-Weekday-35,8909-1599937,Inbound-(IW)-ELLSWORTH SOUTH SIDE WORKS VIA OAKLAND,1,075 -245,0750162
075-183,2003-Liberty-Weekday-35,8300-1600006,Outbound-(OW)-ELLSWORTH-OAKLAND MORNINGSIDE-WATERWORKS VIA BAKERY SQUARE,0,075 -252,0750164
075-183,2003-Liberty-Weekday-35,8301-1600014,Outbound-(OW)-ELLSWORTH-OAKLAND MORNINGSIDE-WATERWORKS VIA BAKERY SQUARE,0,075 -251,0750164
075-183,2003-Liberty-Weekday-35,8302-1599937,Outbound-(OW)-ELLSWORTH-OAKLAND MORNINGSIDE-WATERWORKS VIA BAKERY SQUARE,0,075 -245,0750164
075-183,2003-Liberty-Weekday-35,8303-1600006,Outbound-(OW)-ELLSWORTH-OAKLAND MORNINGSIDE-WATERWORKS VIA BAKERY SQUARE,0,075 -252,0750164
075-183,2003-Liberty-Weekday-35,8304-1600014,Outbound-(OW)-ELLSWORTH-OAKLAND MORNINGSIDE-WATERWORKS VIA BAKERY SQUARE,0,075 -251,0750164
075-183,2003-Liberty-Weekday-35,8305-1599937,Outbound-(OB)-ELLSWORTH-OAKLAND MORNINGSIDE VIA BAKERY SQUARE,0,075 -245,0750166
075-183,2003-Liberty-Weekday-35,8306-1600006,Outbound-(OB)-ELLSWORTH-OAKLAND MORNINGSIDE VIA BAKERY SQUARE,0,075 -252,0750166
075-183,2003-Liberty-Weekday-35,8307-1599897,Outbound-(OB)-ELLSWORTH-OAKLAND MORNINGSIDE VIA BAKERY SQUARE,0,075 -253,0750166
075-183,2003-Liberty-Weekday-35,8913-1600006,Inbound-(IW)-ELLSWORTH SOUTH SIDE WORKS VIA OAKLAND,1,075 -252,0750162
075-183,2003-Liberty-Weekday-35,8914-1600014,Inbound-(IW)-ELLSWORTH SOUTH SIDE WORKS VIA OAKLAND,1,075 -251,0750162
075-183,2003-Liberty-Weekday-35,8915-1599937,Inbound-(IW)-ELLSWORTH SOUTH SIDE WORKS VIA OAKLAND,1,075 -245,0750162
075-183,2003-Liberty-Weekday-35,8916-1600006,Inbound-(IW)-ELLSWORTH SOUTH SIDE WORKS VIA OAKLAND,1,075 -252,0750162
075-183,2003-Liberty-Weekday-35,8917-1600014,Inbound-(IW)-ELLSWORTH SOUTH SIDE WORKS VIA OAKLAND,1,075 -251,0750162
075-183,2003-Liberty-Weekday-35,8918-1599937,Inbound-(IW)-ELLSWORTH SOUTH SIDE WORKS VIA OAKLAND,1,075 -245,0750162
075-183,2003-Liberty-Weekday-35,8919-1600006,Inbound-(IW)-ELLSWORTH SOUTH SIDE WORKS VIA OAKLAND,1,075 -252,0750162
075-183,2003-Liberty-Weekday-35,8921-1599897,Inbound-(IW)-ELLSWORTH SOUTH SIDE WORKS VIA OAKLAND,1,075 -253,0750162
074-183,2003-Liberty-Weekday-35,9454-1600012,Inbound-(IA)-HOMEWOOD-EAST LIBERTY,1,074 -227,0740161
074-183,2003-Liberty-Weekday-35,9433-1599720,Inbound-(IA)-HOMEWOOD-EAST LIBERTY,1,074 -220,0740161
074-183,2003-Liberty-Weekday-35,9434-1599538,Inbound-(IA)-HOMEWOOD-EAST LIBERTY,1,074 -221,0740161
074-183,2003-Liberty-Weekday-35,9455-1600013,Inbound-(IA)-HOMEWOOD-EAST LIBERTY,1,074 -229,0740161
074-183,2003-Liberty-Weekday-35,9456-1599946,Inbound-(IA)-HOMEWOOD-EAST LIBERTY,1,074 -231,0740161
074-183,2003-Liberty-Weekday-35,8315-1599675,Outbound-(OA)-HOMEWOOD-SQUIRREL HILL TO BEECHWOOD-TILBURY,0,074 -222,0740158
074-183,2003-Liberty-Weekday-35,8317-1599720,Outbound-(OA)-HOMEWOOD-SQUIRREL HILL TO BEECHWOOD-TILBURY,0,074 -220,0740158
074-183,2003-Liberty-Weekday-35,8319-1599538,Outbound-(OA)-HOMEWOOD-SQUIRREL HILL TO BEECHWOOD-TILBURY,0,074 -221,0740158
074-183,2003-Liberty-Weekday-35,8321-1599675,Outbound-(OA)-HOMEWOOD-SQUIRREL HILL TO BEECHWOOD-TILBURY,0,074 -222,0740158
074-183,2003-Liberty-Weekday-35,8324-1599982,Outbound-(OA)-HOMEWOOD-SQUIRREL HILL TO BEECHWOOD-TILBURY,0,071C-164,0740158
074-183,2003-Liberty-Weekday-35,8326-1599538,Outbound-(OA)-HOMEWOOD-SQUIRREL HILL TO BEECHWOOD-TILBURY,0,074 -221,0740158
074-183,2003-Liberty-Weekday-35,8329-1600010,Outbound-(OA)-HOMEWOOD-SQUIRREL HILL TO BEECHWOOD-TILBURY,0,074 -223,0740158
074-183,2003-Liberty-Weekday-35,8332-1599983,Outbound-(OA)-HOMEWOOD-SQUIRREL HILL TO BEECHWOOD-TILBURY,0,074 -224,0740158
074-183,2003-Liberty-Weekday-35,8334-1600011,Outbound-(OA)-HOMEWOOD-SQUIRREL HILL TO BEECHWOOD-TILBURY,0,074 -225,0740158
074-183,2003-Liberty-Weekday-35,8336-1600010,Outbound-(OA)-HOMEWOOD-SQUIRREL HILL TO BEECHWOOD-TILBURY,0,074 -223,0740158
074-183,2003-Liberty-Weekday-35,8338-1599983,Outbound-(OA)-HOMEWOOD-SQUIRREL HILL TO BEECHWOOD-TILBURY,0,074 -224,0740158
074-183,2003-Liberty-Weekday-35,8340-1600011,Outbound-(OA)-HOMEWOOD-SQUIRREL HILL TO BEECHWOOD-TILBURY,0,074 -225,0740158
074-183,2003-Liberty-Weekday-35,8343-1599989,Outbound-(OA)-HOMEWOOD-SQUIRREL HILL TO BEECHWOOD-TILBURY,0,074 -226,0740158
074-183,2003-Liberty-Weekday-35,8346-1600012,Outbound-(OA)-HOMEWOOD-SQUIRREL HILL TO BEECHWOOD-TILBURY,0,074 -227,0740158
074-183,2003-Liberty-Weekday-35,8349-1600022,Outbound-(OA)-HOMEWOOD-SQUIRREL HILL TO BEECHWOOD-TILBURY,0,074 -228,0740158
074-183,2003-Liberty-Weekday-35,8350-1599989,Outbound-(OA)-HOMEWOOD-SQUIRREL HILL TO BEECHWOOD-TILBURY,0,074 -226,0740158
074-183,2003-Liberty-Weekday-35,8352-1600012,Outbound-(OA)-HOMEWOOD-SQUIRREL HILL TO BEECHWOOD-TILBURY,0,074 -227,0740158
074-183,2003-Liberty-Weekday-35,8355-1600013,Outbound-(OA)-HOMEWOOD-SQUIRREL HILL TO BEECHWOOD-TILBURY,0,074 -229,0740158
074-183,2003-Liberty-Weekday-35,8359-1599885,Outbound-(OA)-HOMEWOOD-SQUIRREL HILL TO BEECHWOOD-TILBURY,0,074 -230,0740158
074-183,2003-Liberty-Weekday-35,8360-1600012,Outbound-(OA)-HOMEWOOD-SQUIRREL HILL TO BEECHWOOD-TILBURY,0,074 -227,0740158
074-183,2003-Liberty-Weekday-35,8362-1600013,Outbound-(OA)-HOMEWOOD-SQUIRREL HILL TO BEECHWOOD-TILBURY,0,074 -229,0740158
074-183,2003-Liberty-Weekday-35,8365-1599946,Outbound-(OA)-HOMEWOOD-SQUIRREL HILL TO BEECHWOOD-TILBURY,0,074 -231,0740158
074-183,2003-Liberty-Weekday-35,9435-1599675,Inbound-(IA)-HOMEWOOD-EAST LIBERTY,1,074 -222,0740161
074-183,2003-Liberty-Weekday-35,9436-1599720,Inbound-(IA)-HOMEWOOD-EAST LIBERTY,1,074 -220,0740161
074-183,2003-Liberty-Weekday-35,9437-1599538,Inbound-(IA)-HOMEWOOD-EAST LIBERTY,1,074 -221,0740161
074-183,2003-Liberty-Weekday-35,9438-1599675,Inbound-(IA)-HOMEWOOD-EAST LIBERTY,1,074 -222,0740161
074-183,2003-Liberty-Weekday-35,9439-1599982,Inbound-(IA)-HOMEWOOD-EAST LIBERTY,1,071C-164,0740161
074-183,2003-Liberty-Weekday-35,9440-1599538,Inbound-(IA)-HOMEWOOD-EAST LIBERTY,1,074 -221,0740161
074-183,2003-Liberty-Weekday-35,9441-1600010,Inbound-(IA)-HOMEWOOD-EAST LIBERTY,1,074 -223,0740161
074-183,2003-Liberty-Weekday-35,9442-1599983,Inbound-(IA)-HOMEWOOD-EAST LIBERTY,1,074 -224,0740161
074-183,2003-Liberty-Weekday-35,9443-1600011,Inbound-(IA)-HOMEWOOD-EAST LIBERTY,1,074 -225,0740161
074-183,2003-Liberty-Weekday-35,9444-1600010,Inbound-(IA)-HOMEWOOD-EAST LIBERTY,1,074 -223,0740161
074-183,2003-Liberty-Weekday-35,9445-1599983,Inbound-(IA)-HOMEWOOD-EAST LIBERTY,1,074 -224,0740161
074-183,2003-Liberty-Weekday-35,9446-1600011,Inbound-(IA)-HOMEWOOD-EAST LIBERTY,1,074 -225,0740161
074-183,2003-Liberty-Weekday-35,9447-1599989,Inbound-(IA)-HOMEWOOD-EAST LIBERTY,1,074 -226,0740161
074-183,2003-Liberty-Weekday-35,9448-1600012,Inbound-(IA)-HOMEWOOD-EAST LIBERTY,1,074 -227,0740161
074-183,2003-Liberty-Weekday-35,9449-1600022,Inbound-(IA)-HOMEWOOD-EAST LIBERTY,1,074 -228,0740161
074-183,2003-Liberty-Weekday-35,9450-1599989,Inbound-(IA)-HOMEWOOD-EAST LIBERTY,1,074 -226,0740161
074-183,2003-Liberty-Weekday-35,9451-1600012,Inbound-(IA)-HOMEWOOD-EAST LIBERTY,1,074 -227,0740161
074-183,2003-Liberty-Weekday-35,9452-1600013,Inbound-(IA)-HOMEWOOD-EAST LIBERTY,1,074 -229,0740161
074-183,2003-Liberty-Weekday-35,9453-1599885,Inbound-(IA)-HOMEWOOD-EAST LIBERTY,1,074 -230,0740161
074-183,2003-Liberty-Weekday-35,8369-1600013,Outbound-(OA)-HOMEWOOD-SQUIRREL HILL TO BEECHWOOD-TILBURY,0,074 -229,0740158
074-183,2003-Liberty-Weekday-35,8372-1599907,Outbound-(OA)-HOMEWOOD-SQUIRREL HILL TO BEECHWOOD-TILBURY,0,071C-185,0740158
074-183,2003-Liberty-Weekday-35,9457-1600013,Inbound-(IA)-HOMEWOOD-EAST LIBERTY,1,074 -229,0740161
074-183,2003-Liberty-Weekday-35,9458-1599907,Inbound-(IA)-HOMEWOOD-EAST LIBERTY,1,071C-185,0740161
P68-183,2003-Liberty-Weekday-35,11031-1599881,Inbound-(IA)-BRADDOCK HILLS FLYER TO DOWNTOWN,1,087 -337,P680100
P68-183,2003-Liberty-Weekday-35,9940-1599826,Inbound-(IZ)-BRADDOCK HILLS FLYER TO MONROEVILLE MALL,1,P68 -460,P680107
P68-183,2003-Liberty-Weekday-35,9965-1599988,Inbound-(IZ)-BRADDOCK HILLS FLYER TO MONROEVILLE MALL,1,P68 -458,P680107
P71-183,2003-Liberty-Weekday-35,9956-1600009,Inbound-(IZ)-SWISSVALE FLYER VIA REGENT SQUARE-SWISSHELM PARK,1,P71 -468,P710116
P71-183,2003-Liberty-Weekday-35,9949-1599832,Inbound-(IZ)-SWISSVALE FLYER VIA REGENT SQUARE-SWISSHELM PARK,1,088 -360,P710116
P71-183,2003-Liberty-Weekday-35,9971-1599718,Inbound-(IZ)-SWISSVALE FLYER VIA REGENT SQUARE-SWISSHELM PARK,1,P68 -457,P710116
P71-183,2003-Liberty-Weekday-35,9926-1599915,Inbound-(IZ)-SWISSVALE FLYER VIA REGENT SQUARE-SWISSHELM PARK,1,P71 -467,P710116
P71-183,2003-Liberty-Weekday-35,9937-1599781,Inbound-(IZ)-SWISSVALE FLYER VIA REGENT SQUARE-SWISSHELM PARK,1,P71 -469,P710116
P67-183,2003-Liberty-Weekday-35,9922-1599805,Outbound-(OP)-MONROEVILLE FLYER VIA BEACON HILL,0,P67 -447,P670098
067-183,2003-Liberty-Weekday-35,9425-1599771,Outbound-(OB)-MONROEVILLE TO CCAC BOYCE,0,067 -067,0670212
P67-183,2003-Liberty-Weekday-35,9877-1599819,Outbound-(OQ)-MONROEVILLE FLYER VIA BEACON HILL,0,P67 -445,P670099
P67-183,2003-Liberty-Weekday-35,9872-1599808,Outbound-(OQ)-MONROEVILLE FLYER VIA BEACON HILL,0,P67 -444,P670099
P67-183,2003-Liberty-Weekday-35,9048-1599805,Inbound-(IQ)-MONROEVILLE FLYER DOWNTOWN VIA BEACON HILL-PENN AV,1,P67 -447,P670100
P67-183,2003-Liberty-Weekday-35,9049-1599803,Inbound-(IQ)-MONROEVILLE FLYER DOWNTOWN VIA BEACON HILL-PENN AV,1,P67 -448,P670100
089-183,2003-Liberty-Weekday-35,9419-1600054,Inbound-(I)-GARFIELD COMMONS TO EAST LIBERTY,1,089 -367,0890038
089-183,2003-Liberty-Weekday-35,9415-1600053,Inbound-(I)-GARFIELD COMMONS TO EAST LIBERTY,1,089 -366,0890038
089-183,2003-Liberty-Weekday-35,9423-1600054,Inbound-(I)-GARFIELD COMMONS TO EAST LIBERTY,1,089 -367,0890038
089-183,2003-Liberty-Weekday-35,9424-1600054,Inbound-(I)-GARFIELD COMMONS TO EAST LIBERTY,1,089 -367,0890038
089-183,2003-Liberty-Weekday-35,9422-1600054,Inbound-(I)-GARFIELD COMMONS TO EAST LIBERTY,1,089 -367,0890038
089-183,2003-Liberty-Weekday-35,9411-1600051,Inbound-(I)-GARFIELD COMMONS TO EAST LIBERTY,1,089 -365,0890038
089-183,2003-Liberty-Weekday-35,9421-1600054,Inbound-(I)-GARFIELD COMMONS TO EAST LIBERTY,1,089 -367,0890038
089-183,2003-Liberty-Weekday-35,9416-1600053,Inbound-(I)-GARFIELD COMMONS TO EAST LIBERTY,1,089 -366,0890038
089-183,2003-Liberty-Weekday-35,9413-1600053,Inbound-(I)-GARFIELD COMMONS TO EAST LIBERTY,1,089 -366,0890038
089-183,2003-Liberty-Weekday-35,9420-1600054,Inbound-(I)-GARFIELD COMMONS TO EAST LIBERTY,1,089 -367,0890038
089-183,2003-Liberty-Weekday-35,9417-1600053,Inbound-(I)-GARFIELD COMMONS TO EAST LIBERTY,1,089 -366,0890038
089-183,2003-Liberty-Weekday-35,9412-1600051,Inbound-(I)-GARFIELD COMMONS TO EAST LIBERTY,1,089 -365,0890038
089-183,2003-Liberty-Weekday-35,9418-1600054,Inbound-(I)-GARFIELD COMMONS TO EAST LIBERTY,1,089 -367,0890038
089-183,2003-Liberty-Weekday-35,9414-1600053,Inbound-(I)-GARFIELD COMMONS TO EAST LIBERTY,1,089 -366,0890038
089-183,2003-Liberty-Weekday-35,8308-1599802,Outbound-(O)-GARFIELD COMMONS,0,089 -364,0890039
089-183,2003-Liberty-Weekday-35,8310-1599802,Outbound-(O)-GARFIELD COMMONS,0,089 -364,0890039
089-183,2003-Liberty-Weekday-35,8313-1599802,Outbound-(O)-GARFIELD COMMONS,0,089 -364,0890039
089-183,2003-Liberty-Weekday-35,8316-1599802,Outbound-(O)-GARFIELD COMMONS,0,089 -364,0890039
089-183,2003-Liberty-Weekday-35,8318-1599802,Outbound-(O)-GARFIELD COMMONS,0,089 -364,0890039
089-183,2003-Liberty-Weekday-35,8320-1599802,Outbound-(O)-GARFIELD COMMONS,0,089 -364,0890039
089-183,2003-Liberty-Weekday-35,8325-1600051,Outbound-(O)-GARFIELD COMMONS,0,089 -365,0890039
089-183,2003-Liberty-Weekday-35,8327-1600051,Outbound-(O)-GARFIELD COMMONS,0,089 -365,0890039
089-183,2003-Liberty-Weekday-35,8331-1600051,Outbound-(O)-GARFIELD COMMONS,0,089 -365,0890039
089-183,2003-Liberty-Weekday-35,8335-1600051,Outbound-(O)-GARFIELD COMMONS,0,089 -365,0890039
089-183,2003-Liberty-Weekday-35,8337-1600051,Outbound-(O)-GARFIELD COMMONS,0,089 -365,0890039
089-183,2003-Liberty-Weekday-35,8341-1600053,Outbound-(O)-GARFIELD COMMONS,0,089 -366,0890039
089-183,2003-Liberty-Weekday-35,8344-1600053,Outbound-(O)-GARFIELD COMMONS,0,089 -366,0890039
089-183,2003-Liberty-Weekday-35,8348-1600053,Outbound-(O)-GARFIELD COMMONS,0,089 -366,0890039
089-183,2003-Liberty-Weekday-35,8351-1600053,Outbound-(O)-GARFIELD COMMONS,0,089 -366,0890039
089-183,2003-Liberty-Weekday-35,8353-1600053,Outbound-(O)-GARFIELD COMMONS,0,089 -366,0890039
089-183,2003-Liberty-Weekday-35,8358-1600054,Outbound-(O)-GARFIELD COMMONS,0,089 -367,0890039
089-183,2003-Liberty-Weekday-35,8361-1600054,Outbound-(O)-GARFIELD COMMONS,0,089 -367,0890039
089-183,2003-Liberty-Weekday-35,8363-1600054,Outbound-(O)-GARFIELD COMMONS,0,089 -367,0890039
089-183,2003-Liberty-Weekday-35,8367-1600054,Outbound-(O)-GARFIELD COMMONS,0,089 -367,0890039
089-183,2003-Liberty-Weekday-35,8368-1600054,Outbound-(O)-GARFIELD COMMONS,0,089 -367,0890039
089-183,2003-Liberty-Weekday-35,8371-1600054,Outbound-(O)-GARFIELD COMMONS,0,089 -367,0890039
089-183,2003-Liberty-Weekday-35,8374-1600054,Outbound-(O)-GARFIELD COMMONS,0,089 -367,0890039
089-183,2003-Liberty-Weekday-35,9402-1599802,Inbound-(I)-GARFIELD COMMONS TO EAST LIBERTY,1,089 -364,0890038
089-183,2003-Liberty-Weekday-35,9403-1599802,Inbound-(I)-GARFIELD COMMONS TO EAST LIBERTY,1,089 -364,0890038
089-183,2003-Liberty-Weekday-35,9404-1599802,Inbound-(I)-GARFIELD COMMONS TO EAST LIBERTY,1,089 -364,0890038
089-183,2003-Liberty-Weekday-35,9405-1599802,Inbound-(I)-GARFIELD COMMONS TO EAST LIBERTY,1,089 -364,0890038
089-183,2003-Liberty-Weekday-35,9406-1599802,Inbound-(I)-GARFIELD COMMONS TO EAST LIBERTY,1,089 -364,0890038
089-183,2003-Liberty-Weekday-35,9407-1599802,Inbound-(I)-GARFIELD COMMONS TO EAST LIBERTY,1,089 -364,0890038
089-183,2003-Liberty-Weekday-35,9408-1600051,Inbound-(I)-GARFIELD COMMONS TO EAST LIBERTY,1,089 -365,0890038
089-183,2003-Liberty-Weekday-35,9409-1600051,Inbound-(I)-GARFIELD COMMONS TO EAST LIBERTY,1,089 -365,0890038
089-183,2003-Liberty-Weekday-35,9410-1600051,Inbound-(I)-GARFIELD COMMONS TO EAST LIBERTY,1,089 -365,0890038
079-183,2003-Liberty-Weekday-35,9638-1599835,Outbound-(OV)-EAST HILLS WILKINSBURG STATION,0,086 -313,0790084
079-183,2003-Liberty-Weekday-35,9637-1599831,Outbound-(OV)-EAST HILLS WILKINSBURG STATION,0,071C-181,0790084
079-183,2003-Liberty-Weekday-35,9635-1599833,Outbound-(OV)-EAST HILLS WILKINSBURG STATION,0,P17 -435,0790084
079-183,2003-Liberty-Weekday-35,9639-1599737,Outbound-(OV)-EAST HILLS WILKINSBURG STATION,0,086 -309,0790084
079-183,2003-Liberty-Weekday-35,9634-1599873,Outbound-(OV)-EAST HILLS WILKINSBURG STATION,0,071C-177,0790084
079-183,2003-Liberty-Weekday-35,9636-1599834,Outbound-(OV)-EAST HILLS WILKINSBURG STATION,0,086 -310,0790084
079-183,2003-Liberty-Weekday-35,9640-1599549,Outbound-(OV)-EAST HILLS WILKINSBURG STATION,0,088 -361,0790084
079-183,2003-Liberty-Weekday-35,9998-1600033,Inbound-(IP)-EAST HILLS TO LINCOLN PARK --( LINKED TO P17 )--,1,082 -272,0790108
079-183,2003-Liberty-Weekday-35,10005-1599839,Inbound-(IP)-EAST HILLS TO LINCOLN PARK --( LINKED TO P17 )--,1,086 -295,0790108
079-183,2003-Liberty-Weekday-35,10011-1599829,Inbound-(IP)-EAST HILLS TO LINCOLN PARK --( LINKED TO P17 )--,1,P17 -434,0790108
079-183,2003-Liberty-Weekday-35,10021-1600000,Inbound-(IP)-EAST HILLS TO LINCOLN PARK --( LINKED TO P17 )--,1,082 -276,0790108
079-183,2003-Liberty-Weekday-35,10030-1599843,Inbound-(IP)-EAST HILLS TO LINCOLN PARK --( LINKED TO P17 )--,1,071D-197,0790108
079-183,2003-Liberty-Weekday-35,9991-1599542,Inbound-(IP)-EAST HILLS TO LINCOLN PARK --( LINKED TO P17 )--,1,071D-193,0790108
079-183,2003-Liberty-Weekday-35,9985-1599649,Inbound-(IP)-EAST HILLS TO LINCOLN PARK --( LINKED TO P17 )--,1,071D-190,0790108
082-183,2003-Liberty-Weekday-35,9646-1599838,Inbound-(I)-LINCOLN-CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,071C-151,0820140
082-183,2003-Liberty-Weekday-35,9647-1599797,Inbound-(I)-LINCOLN-CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,P71 -464,0820140
082-183,2003-Liberty-Weekday-35,9648-1599840,Inbound-(I)-LINCOLN-CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,058 -042,0820140
082-183,2003-Liberty-Weekday-35,9649-1599712,Inbound-(I)-LINCOLN-CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,082 -269,0820140
082-183,2003-Liberty-Weekday-35,9650-1599689,Inbound-(I)-LINCOLN-CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,082 -271,0820140
082-183,2003-Liberty-Weekday-35,9652-1599779,Inbound-(I)-LINCOLN-CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,082 -273,0820140
082-183,2003-Liberty-Weekday-35,9653-1599827,Inbound-(I)-LINCOLN-CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,082 -274,0820140
082-183,2003-Liberty-Weekday-35,9654-1599830,Inbound-(I)-LINCOLN-CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,082 -275,0820140
082-183,2003-Liberty-Weekday-35,9655-1599712,Inbound-(I)-LINCOLN-CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,082 -269,0820140
082-183,2003-Liberty-Weekday-35,9656-1600033,Inbound-(I)-LINCOLN-CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,082 -272,0820140
082-183,2003-Liberty-Weekday-35,9657-1599726,Inbound-(I)-LINCOLN-CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,082 -270,0820140
082-183,2003-Liberty-Weekday-35,9658-1599779,Inbound-(I)-LINCOLN-CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,082 -273,0820140
082-183,2003-Liberty-Weekday-35,9659-1599830,Inbound-(I)-LINCOLN-CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,082 -275,0820140
082-183,2003-Liberty-Weekday-35,9660-1599712,Inbound-(I)-LINCOLN-CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,082 -269,0820140
082-183,2003-Liberty-Weekday-35,9661-1600000,Inbound-(I)-LINCOLN-CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,082 -276,0820140
082-183,2003-Liberty-Weekday-35,9663-1599990,Inbound-(IL)-LINCOLN- CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,082 -277,0820141
082-183,2003-Liberty-Weekday-35,9664-1599779,Inbound-(I)-LINCOLN-CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,082 -273,0820140
082-183,2003-Liberty-Weekday-35,9665-1599825,Inbound-(I)-LINCOLN-CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,082 -279,0820140
082-183,2003-Liberty-Weekday-35,9667-1599914,Inbound-(IL)-LINCOLN- CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,082 -278,0820141
082-183,2003-Liberty-Weekday-35,9669-1599970,Inbound-(I)-LINCOLN-CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,082 -280,0820140
082-183,2003-Liberty-Weekday-35,9670-1599785,Inbound-(I)-LINCOLN-CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,082 -281,0820140
082-183,2003-Liberty-Weekday-35,9672-1599916,Inbound-(IL)-LINCOLN- CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,071D-199,0820141
082-183,2003-Liberty-Weekday-35,9673-1599825,Inbound-(I)-LINCOLN-CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,082 -279,0820140
082-183,2003-Liberty-Weekday-35,9674-1599786,Inbound-(I)-LINCOLN-CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,071D-206,0820140
082-183,2003-Liberty-Weekday-35,9675-1599725,Inbound-(IL)-LINCOLN- CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,071C-167,0820141
082-183,2003-Liberty-Weekday-35,9676-1599970,Inbound-(I)-LINCOLN-CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,082 -280,0820140
082-183,2003-Liberty-Weekday-35,9677-1599785,Inbound-(I)-LINCOLN-CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,082 -281,0820140
082-183,2003-Liberty-Weekday-35,9679-1599875,Inbound-(IL)-LINCOLN- CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,082 -282,0820141
082-183,2003-Liberty-Weekday-35,9681-1599962,Inbound-(I)-LINCOLN-CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,082 -283,0820140
082-183,2003-Liberty-Weekday-35,9682-1600035,Inbound-(I)-LINCOLN-CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,082 -285,0820140
082-183,2003-Liberty-Weekday-35,9684-1599724,Inbound-(IL)-LINCOLN- CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,082 -284,0820141
082-183,2003-Liberty-Weekday-35,9686-1599972,Inbound-(I)-LINCOLN-CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,082 -286,0820140
082-183,2003-Liberty-Weekday-35,9687-1600037,Inbound-(I)-LINCOLN-CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,082 -288,0820140
082-183,2003-Liberty-Weekday-35,9688-1599723,Inbound-(IL)-LINCOLN- CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,082 -287,0820141
082-183,2003-Liberty-Weekday-35,9689-1599962,Inbound-(I)-LINCOLN-CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,082 -283,0820140
082-183,2003-Liberty-Weekday-35,9691-1600035,Inbound-(I)-LINCOLN-CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,082 -285,0820140
082-183,2003-Liberty-Weekday-35,9692-1599875,Inbound-(IL)-LINCOLN- CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,082 -282,0820141
082-183,2003-Liberty-Weekday-35,9693-1599972,Inbound-(I)-LINCOLN-CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,082 -286,0820140
082-183,2003-Liberty-Weekday-35,9695-1600037,Inbound-(I)-LINCOLN-CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,082 -288,0820140
082-183,2003-Liberty-Weekday-35,9697-1599560,Inbound-(IL)-LINCOLN- CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,082 -289,0820141
082-183,2003-Liberty-Weekday-35,9699-1600034,Inbound-(I)-LINCOLN-CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,082 -290,0820140
082-183,2003-Liberty-Weekday-35,9702-1599946,Inbound-(I)-LINCOLN-CENTRE AV DOWNTOWN VIA HILL DISTRICT,1,074 -231,0820140
