route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
021-183,2003-Collier-Weekday-35,3989-1601542,Outbound-(OS)-CORAOPOLIS-SEWICKLEY TO SEWICKLEY,0,021 -027,0210098
021-183,2003-Collier-Weekday-35,3992-1601758,Outbound-(OU)-CORAOPOLIS-MOON TO UNIVERSITY BLVD PARK-AND-RIDE,0,021 -028,0210099
021-183,2003-Collier-Weekday-35,3994-1601626,Outbound-(OS)-CORAOPOLIS-SEWICKLEY TO SEWICKLEY,0,021 -029,0210098
021-183,2003-Collier-Weekday-35,3996-1601759,Outbound-(OU)-CORAOPOLIS-MOON TO UNIVERSITY BLVD PARK-AND-RIDE,0,021 -030,0210099
024-183,2003-Collier-Weekday-35,3285-1601428,Inbound-(I)-WEST PARK TO DOWNTOWN,1,024 -043,0240222
024-183,2003-Collier-Weekday-35,3286-1601429,Inbound-(I)-WEST PARK TO DOWNTOWN,1,024 -044,0240222
024-183,2003-Collier-Weekday-35,3287-1601430,Inbound-(I)-WEST PARK TO DOWNTOWN,1,024 -045,0240222
024-183,2003-Collier-Weekday-35,3288-1601443,Inbound-(IB)-WEST PARK-PICKFORD TO DOWNTOWN,1,024 -046,0240221
024-183,2003-Collier-Weekday-35,3289-1601428,Inbound-(I)-WEST PARK TO DOWNTOWN,1,024 -043,0240222
024-183,2003-Collier-Weekday-35,3290-1601429,Inbound-(IB)-WEST PARK-PICKFORD TO DOWNTOWN,1,024 -044,0240221
024-183,2003-Collier-Weekday-35,3291-1601430,Inbound-(I)-WEST PARK TO DOWNTOWN,1,024 -045,0240222
024-183,2003-Collier-Weekday-35,3292-1601443,Inbound-(IB)-WEST PARK-PICKFORD TO DOWNTOWN,1,024 -046,0240221
024-183,2003-Collier-Weekday-35,3294-1601638,Inbound-(I)-WEST PARK TO DOWNTOWN,1,024 -047,0240222
024-183,2003-Collier-Weekday-35,2978-1601621,Inbound-(IA)-WEST PARK TO DOWNTOWN,1,024 -051,0240223
024-183,2003-Collier-Weekday-35,3306-1601644,Inbound-(I)-WEST PARK TO DOWNTOWN,1,024 -055,0240222
024-183,2003-Collier-Weekday-35,2984-1601445,Inbound-(IA)-WEST PARK TO DOWNTOWN,1,G2  -303,0240223
024-183,2003-Collier-Weekday-35,3308-1601648,Inbound-(I)-WEST PARK TO DOWNTOWN,1,024 -056,0240222
024-183,2003-Collier-Weekday-35,2991-1601544,Inbound-(IA)-WEST PARK TO DOWNTOWN,1,024 -054,0240223
024-183,2003-Collier-Weekday-35,3310-1601644,Inbound-(I)-WEST PARK TO DOWNTOWN,1,024 -055,0240222
024-183,2003-Collier-Weekday-35,2998-1601544,Inbound-(IA)-WEST PARK TO DOWNTOWN,1,024 -054,0240223
024-183,2003-Collier-Weekday-35,3311-1601648,Inbound-(I)-WEST PARK TO DOWNTOWN,1,024 -056,0240222
024-183,2003-Collier-Weekday-35,3313-1601442,Inbound-(I)-WEST PARK TO DOWNTOWN,1,G2  -306,0240222
024-183,2003-Collier-Weekday-35,3315-1601650,Inbound-(I)-WEST PARK TO DOWNTOWN,1,024 -057,0240222
024-183,2003-Collier-Weekday-35,3317-1601771,Inbound-(I)-WEST PARK TO DOWNTOWN,1,024 -058,0240222
024-183,2003-Collier-Weekday-35,3993-1601771,Outbound-(O)-WEST PARK MALL AT ROBINSON,0,024 -058,0240224
024-183,2003-Collier-Weekday-35,3991-1601650,Outbound-(O)-WEST PARK MALL AT ROBINSON,0,024 -057,0240224
024-183,2003-Collier-Weekday-35,3988-1601442,Outbound-(O)-WEST PARK MALL AT ROBINSON,0,G2  -306,0240224
024-183,2003-Collier-Weekday-35,3984-1601648,Outbound-(O)-WEST PARK MALL AT ROBINSON,0,024 -056,0240224
024-183,2003-Collier-Weekday-35,3893-1601428,Outbound-(O)-WEST PARK MALL AT ROBINSON,0,024 -043,0240224
024-183,2003-Collier-Weekday-35,3897-1601429,Outbound-(O)-WEST PARK MALL AT ROBINSON,0,024 -044,0240224
024-183,2003-Collier-Weekday-35,3901-1601430,Outbound-(O)-WEST PARK MALL AT ROBINSON,0,024 -045,0240224
024-183,2003-Collier-Weekday-35,3905-1601443,Outbound-(O)-WEST PARK MALL AT ROBINSON,0,024 -046,0240224
024-183,2003-Collier-Weekday-35,3909-1601428,Outbound-(O)-WEST PARK MALL AT ROBINSON,0,024 -043,0240224
024-183,2003-Collier-Weekday-35,3912-1601429,Outbound-(O)-WEST PARK MALL AT ROBINSON,0,024 -044,0240224
024-183,2003-Collier-Weekday-35,3916-1601430,Outbound-(O)-WEST PARK MALL AT ROBINSON,0,024 -045,0240224
024-183,2003-Collier-Weekday-35,3919-1601443,Outbound-(O)-WEST PARK MALL AT ROBINSON,0,024 -046,0240224
024-183,2003-Collier-Weekday-35,3922-1601638,Outbound-(O)-WEST PARK MALL AT ROBINSON,0,024 -047,0240224
024-183,2003-Collier-Weekday-35,3955-1601621,Outbound-(OA)-WEST PARK KENNEDY CENTER,0,024 -051,0240184
024-183,2003-Collier-Weekday-35,3959-1601644,Outbound-(OB)-WEST PARK-PICKFORD MALL AT ROBINSON,0,024 -055,0240225
024-183,2003-Collier-Weekday-35,3963-1601445,Outbound-(OA)-WEST PARK KENNEDY CENTER,0,G2  -303,0240184
024-183,2003-Collier-Weekday-35,3967-1601648,Outbound-(OB)-WEST PARK-PICKFORD MALL AT ROBINSON,0,024 -056,0240225
024-183,2003-Collier-Weekday-35,3971-1601544,Outbound-(OA)-WEST PARK KENNEDY CENTER,0,024 -054,0240184
024-183,2003-Collier-Weekday-35,3975-1601644,Outbound-(OB)-WEST PARK-PICKFORD MALL AT ROBINSON,0,024 -055,0240225
024-183,2003-Collier-Weekday-35,3978-1601544,Outbound-(OA)-WEST PARK KENNEDY CENTER,0,024 -054,0240184
022-183,2003-Collier-Weekday-35,2931-1601570,Inbound-(I)-McCOY TO DOWNTOWN,1,022 -031,0220070
022-183,2003-Collier-Weekday-35,3894-1601570,Outbound-(O)-McCOY-KENNEDY CENTER,0,022 -031,0220069
041-183,2003-Collier-Weekday-35,3174-1601477,Inbound-(I)-BOWER HILL TO DOWNTOWN,1,041 -207,0410055
041-183,2003-Collier-Weekday-35,3175-1601577,Inbound-(I)-BOWER HILL TO DOWNTOWN,1,041 -208,0410055
041-183,2003-Collier-Weekday-35,3176-1601578,Inbound-(I)-BOWER HILL TO DOWNTOWN,1,041 -209,0410055
041-183,2003-Collier-Weekday-35,3177-1601579,Inbound-(I)-BOWER HILL TO DOWNTOWN,1,041 -210,0410055
041-183,2003-Collier-Weekday-35,3178-1601580,Inbound-(I)-BOWER HILL TO DOWNTOWN,1,041 -211,0410055
041-183,2003-Collier-Weekday-35,3179-1601581,Inbound-(I)-BOWER HILL TO DOWNTOWN,1,041 -212,0410055
041-183,2003-Collier-Weekday-35,3180-1601477,Inbound-(I)-BOWER HILL TO DOWNTOWN,1,041 -207,0410055
041-183,2003-Collier-Weekday-35,3181-1601577,Inbound-(I)-BOWER HILL TO DOWNTOWN,1,041 -208,0410055
041-183,2003-Collier-Weekday-35,3182-1601578,Inbound-(I)-BOWER HILL TO DOWNTOWN,1,041 -209,0410055
041-183,2003-Collier-Weekday-35,3184-1601579,Inbound-(I)-BOWER HILL TO DOWNTOWN,1,041 -210,0410055
041-183,2003-Collier-Weekday-35,3185-1601581,Inbound-(I)-BOWER HILL TO DOWNTOWN,1,041 -212,0410055
041-183,2003-Collier-Weekday-35,3188-1601485,Inbound-(I)-BOWER HILL TO DOWNTOWN,1,038 -147,0410055
041-183,2003-Collier-Weekday-35,3190-1601748,Inbound-(I)-BOWER HILL TO DOWNTOWN,1,041 -214,0410055
041-183,2003-Collier-Weekday-35,3205-1601582,Inbound-(I)-BOWER HILL TO DOWNTOWN,1,041 -220,0410055
041-183,2003-Collier-Weekday-35,3207-1601751,Inbound-(I)-BOWER HILL TO DOWNTOWN,1,041 -221,0410055
041-183,2003-Collier-Weekday-35,3208-1601583,Inbound-(I)-BOWER HILL TO DOWNTOWN,1,041 -222,0410055
041-183,2003-Collier-Weekday-35,3210-1601752,Inbound-(I)-BOWER HILL TO DOWNTOWN,1,041 -223,0410055
041-183,2003-Collier-Weekday-35,3211-1601584,Inbound-(I)-BOWER HILL TO DOWNTOWN,1,038 -163,0410055
041-183,2003-Collier-Weekday-35,3212-1601735,Inbound-(I)-BOWER HILL TO DOWNTOWN,1,041 -219,0410055
041-183,2003-Collier-Weekday-35,3213-1601458,Inbound-(I)-BOWER HILL TO DOWNTOWN,1,041 -224,0410055
041-183,2003-Collier-Weekday-35,3214-1601751,Inbound-(I)-BOWER HILL TO DOWNTOWN,1,041 -221,0410055
041-183,2003-Collier-Weekday-35,3216-1601583,Inbound-(I)-BOWER HILL TO DOWNTOWN,1,041 -222,0410055
041-183,2003-Collier-Weekday-35,3217-1601752,Inbound-(I)-BOWER HILL TO DOWNTOWN,1,041 -223,0410055
041-183,2003-Collier-Weekday-35,3221-1601458,Inbound-(I)-BOWER HILL TO DOWNTOWN,1,041 -224,0410055
041-183,2003-Collier-Weekday-35,3224-1601753,Inbound-(I)-BOWER HILL TO DOWNTOWN,1,041 -225,0410055
041-183,2003-Collier-Weekday-35,3226-1601609,Inbound-(I)-BOWER HILL TO DOWNTOWN,1,041 -226,0410055
041-183,2003-Collier-Weekday-35,3228-1601757,Inbound-(I)-BOWER HILL TO DOWNTOWN,1,041 -227,0410055
041-183,2003-Collier-Weekday-35,3229-1601609,Inbound-(I)-BOWER HILL TO DOWNTOWN,1,041 -226,0410055
041-183,2003-Collier-Weekday-35,3230-1601757,Inbound-(I)-BOWER HILL TO DOWNTOWN,1,041 -227,0410055
041-183,2003-Collier-Weekday-35,2827-1601477,Outbound-(O)-BOWER HILL TO DOWNTOWN,0,041 -207,0410056
041-183,2003-Collier-Weekday-35,2830-1601577,Outbound-(O)-BOWER HILL TO DOWNTOWN,0,041 -208,0410056
041-183,2003-Collier-Weekday-35,2832-1601578,Outbound-(O)-BOWER HILL TO DOWNTOWN,0,041 -209,0410056
041-183,2003-Collier-Weekday-35,2834-1601579,Outbound-(O)-BOWER HILL TO DOWNTOWN,0,041 -210,0410056
041-183,2003-Collier-Weekday-35,2837-1601580,Outbound-(O)-BOWER HILL TO DOWNTOWN,0,041 -211,0410056
041-183,2003-Collier-Weekday-35,2839-1601581,Outbound-(O)-BOWER HILL TO DOWNTOWN,0,041 -212,0410056
041-183,2003-Collier-Weekday-35,2842-1601477,Outbound-(O)-BOWER HILL TO DOWNTOWN,0,041 -207,0410056
041-183,2003-Collier-Weekday-35,2844-1601577,Outbound-(O)-BOWER HILL TO DOWNTOWN,0,041 -208,0410056
041-183,2003-Collier-Weekday-35,2847-1601578,Outbound-(O)-BOWER HILL TO DOWNTOWN,0,041 -209,0410056
041-183,2003-Collier-Weekday-35,2849-1601579,Outbound-(O)-BOWER HILL TO DOWNTOWN,0,041 -210,0410056
041-183,2003-Collier-Weekday-35,2852-1601581,Outbound-(O)-BOWER HILL TO DOWNTOWN,0,041 -212,0410056
041-183,2003-Collier-Weekday-35,2855-1601485,Outbound-(O)-BOWER HILL TO DOWNTOWN,0,038 -147,0410056
041-183,2003-Collier-Weekday-35,2857-1601748,Outbound-(O)-BOWER HILL TO DOWNTOWN,0,041 -214,0410056
041-183,2003-Collier-Weekday-35,2881-1601582,Outbound-(O)-BOWER HILL TO DOWNTOWN,0,041 -220,0410056
041-183,2003-Collier-Weekday-35,2882-1601751,Outbound-(O)-BOWER HILL TO DOWNTOWN,0,041 -221,0410056
041-183,2003-Collier-Weekday-35,2885-1601583,Outbound-(O)-BOWER HILL TO DOWNTOWN,0,041 -222,0410056
041-183,2003-Collier-Weekday-35,2888-1601752,Outbound-(O)-BOWER HILL TO DOWNTOWN,0,041 -223,0410056
041-183,2003-Collier-Weekday-35,2890-1601584,Outbound-(O)-BOWER HILL TO DOWNTOWN,0,038 -163,0410056
041-183,2003-Collier-Weekday-35,2892-1601735,Outbound-(O)-BOWER HILL TO DOWNTOWN,0,041 -219,0410056
041-183,2003-Collier-Weekday-35,2895-1601458,Outbound-(O)-BOWER HILL TO DOWNTOWN,0,041 -224,0410056
041-183,2003-Collier-Weekday-35,2898-1601751,Outbound-(O)-BOWER HILL TO DOWNTOWN,0,041 -221,0410056
041-183,2003-Collier-Weekday-35,2901-1601583,Outbound-(O)-BOWER HILL TO DOWNTOWN,0,041 -222,0410056
041-183,2003-Collier-Weekday-35,2903-1601752,Outbound-(O)-BOWER HILL TO DOWNTOWN,0,041 -223,0410056
041-183,2003-Collier-Weekday-35,2907-1601458,Outbound-(O)-BOWER HILL TO DOWNTOWN,0,041 -224,0410056
041-183,2003-Collier-Weekday-35,2911-1601753,Outbound-(O)-BOWER HILL TO DOWNTOWN,0,041 -225,0410056
041-183,2003-Collier-Weekday-35,2915-1601609,Outbound-(O)-BOWER HILL TO DOWNTOWN,0,041 -226,0410056
041-183,2003-Collier-Weekday-35,2920-1601757,Outbound-(O)-BOWER HILL TO DOWNTOWN,0,041 -227,0410056
041-183,2003-Collier-Weekday-35,2924-1601609,Outbound-(O)-BOWER HILL TO DOWNTOWN,0,041 -226,0410056
041-183,2003-Collier-Weekday-35,2928-1601757,Outbound-(O)-BOWER HILL TO DOWNTOWN,0,041 -227,0410056
026-183,2003-Collier-Weekday-35,3016-1601425,Inbound-(I)-CHARTIERS TO DOWNTOWN,1,026 -059,0260053
026-183,2003-Collier-Weekday-35,3018-1601427,Inbound-(I)-CHARTIERS TO DOWNTOWN,1,027 -074,0260053
026-183,2003-Collier-Weekday-35,3020-1601447,Inbound-(I)-CHARTIERS TO DOWNTOWN,1,026 -061,0260053
026-183,2003-Collier-Weekday-35,3022-1601425,Inbound-(I)-CHARTIERS TO DOWNTOWN,1,026 -059,0260053
026-183,2003-Collier-Weekday-35,3024-1601426,Inbound-(I)-CHARTIERS TO DOWNTOWN,1,026 -060,0260053
026-183,2003-Collier-Weekday-35,3026-1601449,Inbound-(I)-CHARTIERS TO DOWNTOWN,1,026 -062,0260053
026-183,2003-Collier-Weekday-35,3028-1601447,Inbound-(I)-CHARTIERS TO DOWNTOWN,1,026 -061,0260053
026-183,2003-Collier-Weekday-35,3030-1601425,Inbound-(I)-CHARTIERS TO DOWNTOWN,1,026 -059,0260053
026-183,2003-Collier-Weekday-35,3032-1601426,Inbound-(I)-CHARTIERS TO DOWNTOWN,1,026 -060,0260053
026-183,2003-Collier-Weekday-35,3035-1601449,Inbound-(I)-CHARTIERS TO DOWNTOWN,1,026 -062,0260053
026-183,2003-Collier-Weekday-35,3039-1601425,Inbound-(I)-CHARTIERS TO DOWNTOWN,1,026 -059,0260053
026-183,2003-Collier-Weekday-35,3072-1601670,Inbound-(I)-CHARTIERS TO DOWNTOWN,1,027 -080,0260053
026-183,2003-Collier-Weekday-35,3074-1601658,Inbound-(I)-CHARTIERS TO DOWNTOWN,1,026 -067,0260053
026-183,2003-Collier-Weekday-35,3076-1601625,Inbound-(I)-CHARTIERS TO DOWNTOWN,1,026 -068,0260053
026-183,2003-Collier-Weekday-35,3079-1601660,Inbound-(I)-CHARTIERS TO DOWNTOWN,1,026 -069,0260053
026-183,2003-Collier-Weekday-35,3081-1601591,Inbound-(I)-CHARTIERS TO DOWNTOWN,1,026 -070,0260053
026-183,2003-Collier-Weekday-35,3083-1601658,Inbound-(I)-CHARTIERS TO DOWNTOWN,1,026 -067,0260053
026-183,2003-Collier-Weekday-35,3085-1601625,Inbound-(I)-CHARTIERS TO DOWNTOWN,1,026 -068,0260053
026-183,2003-Collier-Weekday-35,3088-1601660,Inbound-(I)-CHARTIERS TO DOWNTOWN,1,026 -069,0260053
026-183,2003-Collier-Weekday-35,3414-1601425,Outbound-(O)-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,026 -059,0260050
026-183,2003-Collier-Weekday-35,3416-1601427,Outbound-(O)-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,027 -074,0260050
026-183,2003-Collier-Weekday-35,3418-1601447,Outbound-(O)-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,026 -061,0260050
026-183,2003-Collier-Weekday-35,3420-1601425,Outbound-(O)-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,026 -059,0260050
026-183,2003-Collier-Weekday-35,3422-1601426,Outbound-(O)-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,026 -060,0260050
026-183,2003-Collier-Weekday-35,3424-1601449,Outbound-(O)-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,026 -062,0260050
026-183,2003-Collier-Weekday-35,3426-1601447,Outbound-(O)-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,026 -061,0260050
026-183,2003-Collier-Weekday-35,3428-1601425,Outbound-(O)-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,026 -059,0260050
026-183,2003-Collier-Weekday-35,3430-1601426,Outbound-(O)-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,026 -060,0260050
026-183,2003-Collier-Weekday-35,3432-1601449,Outbound-(O)-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,026 -062,0260050
026-183,2003-Collier-Weekday-35,3434-1601425,Outbound-(O)-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,026 -059,0260050
026-183,2003-Collier-Weekday-35,3454-1601670,Outbound-(O)-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,027 -080,0260050
026-183,2003-Collier-Weekday-35,3456-1601658,Outbound-(O)-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,026 -067,0260050
026-183,2003-Collier-Weekday-35,3458-1601625,Outbound-(O)-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,026 -068,0260050
026-183,2003-Collier-Weekday-35,3460-1601660,Outbound-(O)-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,026 -069,0260050
026-183,2003-Collier-Weekday-35,3462-1601591,Outbound-(O)-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,026 -070,0260050
026-183,2003-Collier-Weekday-35,3464-1601658,Outbound-(O)-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,026 -067,0260050
026-183,2003-Collier-Weekday-35,3466-1601625,Outbound-(O)-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,026 -068,0260050
026-183,2003-Collier-Weekday-35,3468-1601660,Outbound-(O)-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,026 -069,0260050
027-183,2003-Collier-Weekday-35,3015-1601590,Inbound-(I)-FAIRYWOOD TO DOWNTOWN,1,027 -073,0270039
027-183,2003-Collier-Weekday-35,3017-1601426,Inbound-(I)-FAIRYWOOD TO DOWNTOWN,1,026 -060,0270039
027-183,2003-Collier-Weekday-35,3023-1601448,Inbound-(I)-FAIRYWOOD TO DOWNTOWN,1,027 -076,0270039
027-183,2003-Collier-Weekday-35,3025-1601427,Inbound-(I)-FAIRYWOOD TO DOWNTOWN,1,027 -074,0270039
027-183,2003-Collier-Weekday-35,3031-1601448,Inbound-(I)-FAIRYWOOD TO DOWNTOWN,1,027 -076,0270039
027-183,2003-Collier-Weekday-35,3033-1601427,Inbound-(I)-FAIRYWOOD TO DOWNTOWN,1,027 -074,0270039
027-183,2003-Collier-Weekday-35,3073-1601673,Inbound-(I)-FAIRYWOOD TO DOWNTOWN,1,027 -082,0270039
027-183,2003-Collier-Weekday-35,3075-1601567,Inbound-(I)-FAIRYWOOD TO DOWNTOWN,1,027 -083,0270039
027-183,2003-Collier-Weekday-35,3082-1601673,Inbound-(I)-FAIRYWOOD TO DOWNTOWN,1,027 -082,0270039
027-183,2003-Collier-Weekday-35,3084-1601567,Inbound-(I)-FAIRYWOOD TO DOWNTOWN,1,027 -083,0270039
027-183,2003-Collier-Weekday-35,3090-1601673,Inbound-(I)-FAIRYWOOD TO DOWNTOWN,1,027 -082,0270039
027-183,2003-Collier-Weekday-35,3094-1601568,Inbound-(I)-FAIRYWOOD TO DOWNTOWN,1,027 -084,0270039
027-183,2003-Collier-Weekday-35,3097-1601591,Inbound-(I)-FAIRYWOOD TO DOWNTOWN,1,026 -070,0270039
027-183,2003-Collier-Weekday-35,3101-1601662,Inbound-(I)-FAIRYWOOD TO DOWNTOWN,1,027 -086,0270039
027-183,2003-Collier-Weekday-35,3104-1601651,Inbound-(I)-FAIRYWOOD TO DOWNTOWN,1,027 -085,0270039
027-183,2003-Collier-Weekday-35,3413-1601590,Outbound-(O)-FAIRYWOOD CRAFTON-INGRAM SHOPPING CENTER,0,027 -073,0270063
027-183,2003-Collier-Weekday-35,3415-1601426,Outbound-(O)-FAIRYWOOD CRAFTON-INGRAM SHOPPING CENTER,0,026 -060,0270063
027-183,2003-Collier-Weekday-35,3421-1601448,Outbound-(O)-FAIRYWOOD CRAFTON-INGRAM SHOPPING CENTER,0,027 -076,0270063
027-183,2003-Collier-Weekday-35,3423-1601427,Outbound-(O)-FAIRYWOOD CRAFTON-INGRAM SHOPPING CENTER,0,027 -074,0270063
027-183,2003-Collier-Weekday-35,3429-1601448,Outbound-(O)-FAIRYWOOD CRAFTON-INGRAM SHOPPING CENTER,0,027 -076,0270063
027-183,2003-Collier-Weekday-35,3431-1601427,Outbound-(O)-FAIRYWOOD CRAFTON-INGRAM SHOPPING CENTER,0,027 -074,0270063
027-183,2003-Collier-Weekday-35,3455-1601673,Outbound-(O)-FAIRYWOOD CRAFTON-INGRAM SHOPPING CENTER,0,027 -082,0270063
027-183,2003-Collier-Weekday-35,3457-1601567,Outbound-(O)-FAIRYWOOD CRAFTON-INGRAM SHOPPING CENTER,0,027 -083,0270063
027-183,2003-Collier-Weekday-35,3463-1601673,Outbound-(O)-FAIRYWOOD CRAFTON-INGRAM SHOPPING CENTER,0,027 -082,0270063
027-183,2003-Collier-Weekday-35,3465-1601567,Outbound-(O)-FAIRYWOOD CRAFTON-INGRAM SHOPPING CENTER,0,027 -083,0270063
027-183,2003-Collier-Weekday-35,3469-1601673,Outbound-(O)-FAIRYWOOD CRAFTON-INGRAM SHOPPING CENTER,0,027 -082,0270063
027-183,2003-Collier-Weekday-35,3471-1601568,Outbound-(O)-FAIRYWOOD CRAFTON-INGRAM SHOPPING CENTER,0,027 -084,0270063
027-183,2003-Collier-Weekday-35,3473-1601591,Outbound-(O)-FAIRYWOOD CRAFTON-INGRAM SHOPPING CENTER,0,026 -070,0270063
027-183,2003-Collier-Weekday-35,3475-1601662,Outbound-(O)-FAIRYWOOD CRAFTON-INGRAM SHOPPING CENTER,0,027 -086,0270063
027-183,2003-Collier-Weekday-35,3477-1601651,Outbound-(O)-FAIRYWOOD CRAFTON-INGRAM SHOPPING CENTER,0,027 -085,0270063
029-183,2003-Collier-Weekday-35,3321-1601586,Inbound-(I)-ROBINSON TO DOWNTOWN,1,029 -088,0290051
029-183,2003-Collier-Weekday-35,3322-1601587,Inbound-(I)-ROBINSON TO DOWNTOWN,1,029 -089,0290051
029-183,2003-Collier-Weekday-35,3323-1601588,Inbound-(I)-ROBINSON TO DOWNTOWN,1,029 -090,0290051
029-183,2003-Collier-Weekday-35,3324-1601431,Inbound-(I)-ROBINSON TO DOWNTOWN,1,029 -091,0290051
029-183,2003-Collier-Weekday-35,3325-1601585,Inbound-(I)-ROBINSON TO DOWNTOWN,1,029 -087,0290051
029-183,2003-Collier-Weekday-35,3327-1601587,Inbound-(I)-ROBINSON TO DOWNTOWN,1,029 -089,0290051
029-183,2003-Collier-Weekday-35,3331-1601665,Inbound-(I)-ROBINSON TO DOWNTOWN,1,029 -092,0290051
029-183,2003-Collier-Weekday-35,3333-1601681,Inbound-(I)-ROBINSON TO DOWNTOWN,1,029 -093,0290051
029-183,2003-Collier-Weekday-35,3335-1601647,Inbound-(I)-ROBINSON TO DOWNTOWN,1,029 -094,0290051
029-183,2003-Collier-Weekday-35,3337-1601685,Inbound-(I)-ROBINSON TO DOWNTOWN,1,029 -095,0290051
029-183,2003-Collier-Weekday-35,3338-1601589,Inbound-(I)-ROBINSON TO DOWNTOWN,1,029 -096,0290051
029-183,2003-Collier-Weekday-35,3340-1601649,Inbound-(I)-ROBINSON TO DOWNTOWN,1,029 -097,0290051
029-183,2003-Collier-Weekday-35,3341-1601685,Inbound-(I)-ROBINSON TO DOWNTOWN,1,029 -095,0290051
029-183,2003-Collier-Weekday-35,3342-1601589,Inbound-(I)-ROBINSON TO DOWNTOWN,1,029 -096,0290051
029-183,2003-Collier-Weekday-35,3343-1601649,Inbound-(I)-ROBINSON TO DOWNTOWN,1,029 -097,0290051
029-183,2003-Collier-Weekday-35,3347-1601563,Inbound-(I)-ROBINSON TO DOWNTOWN,1,029 -099,0290051
029-183,2003-Collier-Weekday-35,3485-1601586,Outbound-(O)-ROBINSON PITTSBURGH TECHNICAL COLLEGE,0,029 -088,0290048
029-183,2003-Collier-Weekday-35,3490-1601587,Outbound-(O)-ROBINSON PITTSBURGH TECHNICAL COLLEGE,0,029 -089,0290048
029-183,2003-Collier-Weekday-35,3494-1601588,Outbound-(O)-ROBINSON PITTSBURGH TECHNICAL COLLEGE,0,029 -090,0290048
029-183,2003-Collier-Weekday-35,3499-1601431,Outbound-(O)-ROBINSON PITTSBURGH TECHNICAL COLLEGE,0,029 -091,0290048
029-183,2003-Collier-Weekday-35,3503-1601585,Outbound-(O)-ROBINSON PITTSBURGH TECHNICAL COLLEGE,0,029 -087,0290048
029-183,2003-Collier-Weekday-35,3508-1601665,Outbound-(O)-ROBINSON PITTSBURGH TECHNICAL COLLEGE,0,029 -092,0290048
029-183,2003-Collier-Weekday-35,3511-1601681,Outbound-(O)-ROBINSON PITTSBURGH TECHNICAL COLLEGE,0,029 -093,0290048
029-183,2003-Collier-Weekday-35,3513-1601647,Outbound-(O)-ROBINSON PITTSBURGH TECHNICAL COLLEGE,0,029 -094,0290048
029-183,2003-Collier-Weekday-35,3516-1601685,Outbound-(O)-ROBINSON PITTSBURGH TECHNICAL COLLEGE,0,029 -095,0290048
029-183,2003-Collier-Weekday-35,3519-1601589,Outbound-(O)-ROBINSON PITTSBURGH TECHNICAL COLLEGE,0,029 -096,0290048
029-183,2003-Collier-Weekday-35,3523-1601649,Outbound-(O)-ROBINSON PITTSBURGH TECHNICAL COLLEGE,0,029 -097,0290048
029-183,2003-Collier-Weekday-35,3531-1601685,Outbound-(O)-ROBINSON PITTSBURGH TECHNICAL COLLEGE,0,029 -095,0290048
029-183,2003-Collier-Weekday-35,3535-1601563,Outbound-(O)-ROBINSON PITTSBURGH TECHNICAL COLLEGE,0,029 -099,0290048
029-183,2003-Collier-Weekday-35,3539-1601589,Outbound-(O)-ROBINSON PITTSBURGH TECHNICAL COLLEGE,0,029 -096,0290048
029-183,2003-Collier-Weekday-35,3544-1601649,Outbound-(O)-ROBINSON PITTSBURGH TECHNICAL COLLEGE,0,029 -097,0290048
029-183,2003-Collier-Weekday-35,3549-1601563,Outbound-(O)-ROBINSON PITTSBURGH TECHNICAL COLLEGE,0,029 -099,0290048
029-183,2003-Collier-Weekday-35,3506-1601587,Outbound-(O)-ROBINSON PITTSBURGH TECHNICAL COLLEGE,0,029 -089,0290048
043-183,2003-Collier-Weekday-35,4142-1601539,Inbound-(I)-BAILEY DOWNTOWN VIA ARLINGTON AV,1,043 -228,0430046
043-183,2003-Collier-Weekday-35,2831-1601539,Outbound-(O)-BAILEY-ALLENTOWN TO BOGGS AVENUE,0,043 -228,0430045
