OBJECTID,Latitude,Longitude,StopID,Stop_name,Direction,WkdyService,SatService,SunService,Mode,Routes_ser,Community_Name,Community_Type,Full_Label
790,40.460886,-79.867542,E20570,FRANKSTOWN RD AT OVERBROOK RD,Inbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
791,40.460883,-79.915039,E20590,FRANKSTOWN AVE AT PAULSON AVE,Inbound,Yes,Yes,Yes,Bus,"77, 82, 86, P17",LARIMER,HOOD,Larimer Neighborhood
792,40.459909,-79.912573,E20600,FRANKSTOWN AVE AT PUTNAM ST,Outbound,Yes,Yes,Yes,Bus,"77, 86",LARIMER,HOOD,Larimer Neighborhood
793,40.460943,-79.866639,E20610,FRANKSTOWN RD AT ROBINSON BLVD NS,Outbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
794,40.460468,-79.872992,E20620,FRANKSTOWN RD AT EYMARD ST FS,Outbound,Yes,Yes,Yes,Bus,77,EAST HILLS,HOOD,East Hills Neighborhood
795,40.46091,-79.872393,E20630,FRANKSTOWN RD AT #8877,Inbound,Yes,Yes,Yes,Bus,77,,,
796,40.457179,-79.87769,E20650,FRANKSTOWN AVE AT STANDARD AVE,Inbound,Yes,Yes,Yes,Bus,77,HOMEWOOD NORTH,HOOD,Homewood North Neighborhood
797,40.456918,-79.893924,E20670,FRANKSTOWN AVE AT STERRETT ST,Inbound,Yes,Yes,Yes,Bus,"77, 86",HOMEWOOD NORTH,HOOD,Homewood North Neighborhood
798,40.456845,-79.894309,E20680,FRANKSTOWN AVE AT STERRETT ST,Outbound,Yes,Yes,Yes,Bus,"77, 86",HOMEWOOD SOUTH,HOOD,Homewood South Neighborhood
799,40.458701,-79.90787,E20700,FRANKSTOWN AVE AT WASHINGTON BLVD,Inbound,Yes,Yes,Yes,Bus,"77, 86",HOMEWOOD WEST,HOOD,Homewood West Neighborhood
800,40.458175,-79.875716,E20710,FRANKSTOWN AVE AT WILKINSBURG AVE FS,Outbound,Yes,Yes,Yes,Bus,77,EAST HILLS,HOOD,East Hills Neighborhood
801,40.459922,-79.873862,E20720,FRANKSTOWN RD AT WOODS RD,Inbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
802,40.459754,-79.873863,E20730,FRANKSTOWN RD OPP WOODS RD,Outbound,Yes,Yes,Yes,Bus,77,EAST HILLS,HOOD,East Hills Neighborhood
803,40.459031,-79.909911,E20750,FRANKSTOWN AVE OPP FINLEY ST FS,Outbound,Yes,Yes,Yes,Bus,"77, 86",LARIMER,HOOD,Larimer Neighborhood
804,40.458071,-79.90509,E20760,FRANKSTOWN AVE OPP INWOOD ST,Outbound,Yes,Yes,Yes,Bus,"77, 86",HOMEWOOD WEST,HOOD,Homewood West Neighborhood
805,40.459636,-79.911276,E20770,FRANKSTOWN AVE OPP JULIUS ST,Inbound,Yes,Yes,Yes,Bus,"77, 86",LARIMER,HOOD,Larimer Neighborhood
806,40.460413,-79.913926,E20780,FRANKSTOWN AVE OPP LINCOLN AVE,Outbound,Yes,Yes,Yes,Bus,"77, 86",LARIMER,HOOD,Larimer Neighborhood
807,40.45515,-79.885902,E20782,FRANKSTOWN AVE OPP OAKWOOD ST,Inbound,Yes,Yes,Yes,Bus,77,HOMEWOOD NORTH,HOOD,Homewood North Neighborhood
808,40.457174,-79.877464,E20785,FRANKSTOWN AVE OPP STANDARD AVE FS,Outbound,Yes,Yes,Yes,Bus,77,EAST HILLS,HOOD,East Hills Neighborhood
809,40.455269,-79.881712,E20795,FRANKSTOWN AVE AT LAWNDALE ST,Inbound,Yes,Yes,Yes,Bus,77,HOMEWOOD NORTH,HOOD,Homewood North Neighborhood
810,40.458207,-79.875925,E20800,FRANKSTOWN AVE OPP WILKINSBURG AVE,Inbound,Yes,Yes,Yes,Bus,77,EAST HILLS,HOOD,East Hills Neighborhood
811,40.481377,-79.821622,E20810,FRANKSTOWN RD AT 1ST REFORMED CHURCH,Outbound,Yes,Yes,Yes,Bus,"77, P16",PENN HILLS,MUNICIPALI,Penn Hills Municipality
812,40.466566,-79.832781,E20820,FRANKSTOWN RD AT BANYON DR,Inbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
813,40.463657,-79.855749,E20850,FRANKSTOWN RD AT BON AIR RD FS,Inbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
814,40.463668,-79.855458,E20870,FRANKSTOWN RD OPP BON AIR RD,Outbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
815,40.462151,-79.859509,E20880,FRANKSTOWN RD AT CHAMPA ST,Inbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
816,40.461955,-79.859609,E20890,FRANKSTOWN RD OPP CHAMPA ST,Outbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
817,40.46078,-79.841894,E20901,FRANKSTOWN RD AT COAL HOLLOW RD,Inbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
818,40.461811,-79.8487,E20910,FRANKSTOWN RD OPP CRAB HOLLOW RD,Inbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
819,40.461783,-79.848957,E20920,FRANKSTOWN RD AT CRAB HOLLOW RD,Outbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
820,40.472926,-79.820398,E20930,FRANKSTOWN RD AT CRESCENT HILLS RD FS,Inbound,Yes,Yes,Yes,Bus,"77, P16",PENN HILLS,MUNICIPALI,Penn Hills Municipality
821,40.4798,-79.822652,E20940,FRANKSTOWN RD AT CRESTVIEW RD,Inbound,Yes,Yes,Yes,Bus,"77, P16",PENN HILLS,MUNICIPALI,Penn Hills Municipality
822,40.47981,-79.822441,E20945,FRANKSTOWN RD AT CRESTVIEW DR,Outbound,Yes,Yes,Yes,Bus,"77, P16",PENN HILLS,MUNICIPALI,Penn Hills Municipality
823,40.462754,-79.850018,E20950,FRANKSTOWN RD OPP CURTIS ST,Inbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
824,40.462675,-79.850169,E20960,FRANKSTOWN RD AT CURTIS ST,Outbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
825,40.464848,-79.828331,E20970,FRANKSTOWN RD AT DUFF RD FS,Outbound,Yes,Yes,Yes,Bus,"77, P16",PENN HILLS,MUNICIPALI,Penn Hills Municipality
826,40.461244,-79.848041,E20990,FRANKSTOWN RD AT DUFFIELD AVE,Outbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
827,40.46576,-79.838861,E21020,FRANKSTOWN RD AT ERHARDT DR,Inbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
828,40.461453,-79.862922,E21030,FRANKSTOWN RD AT GRAHAM BLVD,Inbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
829,40.46137,-79.86339,E21040,FRANKSTOWN RD AT GRAHAM BLVD,Outbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
830,40.469363,-79.823581,E21060,FRANKSTOWN RD AT HARVARD DR FS,Outbound,Yes,Yes,Yes,Bus,"77, P16",PENN HILLS,MUNICIPALI,Penn Hills Municipality
831,40.46028,-79.844277,E21065,FRANKSTOWN RD AT HEBRON CHURCH,Outbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
832,40.467081,-79.836311,E21080,FRANKSTOWN RD AT HIGHLAND RD,Outbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
833,40.467474,-79.834697,E21090,FRANKSTOWN RD AT HIGHPOINT DR FS,Inbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
834,40.462848,-79.856477,E21120,FRANKSTOWN RD AT HOWARD ST,Outbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
835,40.468445,-79.8247,E21130,FRANKSTOWN RD AT LIME HOLLOW RD,Inbound,Yes,Yes,Yes,Bus,"77, P16",PENN HILLS,MUNICIPALI,Penn Hills Municipality
836,40.465806,-79.832293,E21140,FRANKSTOWN RD OPP LONG RD FS,Inbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
837,40.465666,-79.832374,E21150,FRANKSTOWN RD AT LONG RD,Outbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
838,40.464882,-79.853088,E21160,FRANKSTOWN RD AT MCCLUTCHEON LN,Inbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
839,40.464769,-79.85334,E21190,FRANKSTOWN RD AT ORIN ST,Outbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
840,40.470724,-79.821382,E21220,FRANKSTOWN RD AT PARKRIDGE DR,Outbound,Yes,Yes,Yes,Bus,"77, P16",PENN HILLS,MUNICIPALI,Penn Hills Municipality
841,40.463929,-79.851583,E21240,FRANKSTOWN RD OPP FRANKSTOWN GARDENS,Inbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
842,40.462326,-79.840716,E21280,FRANKSTOWN RD AT RITZLAND RD,Outbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
843,40.461023,-79.86617,E21300,FRANKSTOWN RD AT ROBINSON BLVD FS,Outbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
844,40.466485,-79.825894,E21320,FRANKSTOWN RD AT RODI RD FS,Outbound,Yes,Yes,Yes,Bus,"77, P16",PENN HILLS,MUNICIPALI,Penn Hills Municipality
845,40.460393,-79.844219,E21360,FRANKSTOWN RD AT #10485,Inbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
846,40.464886,-79.83947,E21362,FRANKSTOWN RD AT BARTHOLOMEW CHURCH DR,Inbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
847,40.474408,-79.822121,E21430,FRANKSTOWN RD AT SPRING GROVE RD,Inbound,Yes,Yes,Yes,Bus,"77, P16",PENN HILLS,MUNICIPALI,Penn Hills Municipality
848,40.462372,-79.858092,E21460,FRANKSTOWN RD AT TREMONT ST,Inbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
849,40.466937,-79.837052,E21510,FRANKSTOWN RD AT WILSON DR NS,Inbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
850,40.481627,-79.82158,E21540,FRANKSTOWN RD OPP 1ST REFORMED CHURCH,Inbound,Yes,Yes,Yes,Bus,"77, P16",PENN HILLS,MUNICIPALI,Penn Hills Municipality
851,40.460489,-79.841986,E21550,FRANKSTOWN RD AT BEULAH RD FS,Outbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
852,40.472921,-79.820099,E21560,FRANKSTOWN RD OPP CRESCENT HILLS RD,Outbound,Yes,Yes,Yes,Bus,"77, P16",PENN HILLS,MUNICIPALI,Penn Hills Municipality
853,40.464911,-79.828529,E21570,FRANKSTOWN RD OPP DUFF RD,Inbound,Yes,Yes,Yes,Bus,"77, P16",PENN HILLS,MUNICIPALI,Penn Hills Municipality
854,40.465579,-79.8388,E21590,FRANKSTOWN RD OPP ERHARDT DR,Outbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
855,40.469447,-79.823743,E21600,FRANKSTOWN RD OPP HARVARD DR,Inbound,Yes,Yes,Yes,Bus,"77, P16",PENN HILLS,MUNICIPALI,Penn Hills Municipality
856,40.467334,-79.834699,E21640,FRANKSTOWN RD OPP HIGHPOINT DR,Outbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
857,40.463079,-79.856458,E21660,FRANKSTOWN RD OPP HOWARD ST,Inbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
858,40.46824,-79.8247,E21670,FRANKSTOWN RD OPP LIME HOLLOW RD,Outbound,Yes,Yes,Yes,Bus,"77, P16",PENN HILLS,MUNICIPALI,Penn Hills Municipality
859,40.464324,-79.839587,E21675,FRANKSTOWN RD AT PENN ARBORS DR FS,Outbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
860,40.470784,-79.821665,E21700,FRANKSTOWN RD OPP PARKRIDGE DR FS,Inbound,Yes,Yes,Yes,Bus,"77, P16",PENN HILLS,MUNICIPALI,Penn Hills Municipality
861,40.46633,-79.826179,E21720,FRANKSTOWN RD OPP RODI RD,Inbound,Yes,Yes,Yes,Bus,"77, P16",PENN HILLS,MUNICIPALI,Penn Hills Municipality
862,40.474184,-79.821728,E21740,FRANKSTOWN RD AT SHENANDOAH DR,Outbound,Yes,Yes,Yes,Bus,"77, P16",PENN HILLS,MUNICIPALI,Penn Hills Municipality
863,40.46321,-79.840004,E21780,FRANKSTOWN RD OPP VANCE ST,Outbound,Yes,Yes,Yes,Bus,77,PENN HILLS,MUNICIPALI,Penn Hills Municipality
864,40.462007,-79.93737,E23400,FRIENDSHIP AVE AT AIKEN AVE,Inbound,Yes,Yes,Yes,Bus,87,BLOOMFIELD,HOOD,Bloomfield Neighborhood
865,40.461778,-79.937883,E23410,FRIENDSHIP AVE AT AIKEN AVE,Outbound,Yes,Yes,Yes,Bus,87,BLOOMFIELD,HOOD,Bloomfield Neighborhood
866,40.46209,-79.938752,E23420,FRIENDSHIP AVE AT ATLANTIC AVE,Inbound,Yes,Yes,Yes,Bus,87,BLOOMFIELD,HOOD,Bloomfield Neighborhood
867,40.461863,-79.939187,E23430,FRIENDSHIP AVE AT ATLANTIC AVE,Outbound,Yes,Yes,Yes,Bus,87,BLOOMFIELD,HOOD,Bloomfield Neighborhood
868,40.462889,-79.947563,E23440,FRIENDSHIP AVE AT EDMOND ST,Inbound,Yes,Yes,Yes,Bus,"64, 87",BLOOMFIELD,HOOD,Bloomfield Neighborhood
869,40.464575,-79.95054,E23445,FRIENDSHIP AVE AT ELLA ST,Outbound,Yes,Yes,Yes,Bus,"64, 87",BLOOMFIELD,HOOD,Bloomfield Neighborhood
870,40.462289,-79.941374,E23450,FRIENDSHIP AVE AT EVALINE ST,Inbound,Yes,Yes,Yes,Bus,87,BLOOMFIELD,HOOD,Bloomfield Neighborhood
871,40.462052,-79.941808,E23460,FRIENDSHIP AVE AT EVALINE ST,Outbound,Yes,Yes,Yes,Bus,87,BLOOMFIELD,HOOD,Bloomfield Neighborhood
872,40.461228,-79.934404,E23470,FRIENDSHIP AVE AT FAIRMOUNT ST,Outbound,Yes,Yes,Yes,Bus,87,FRIENDSHIP,HOOD,Friendship Neighborhood
873,40.461469,-79.934282,E23480,FRIENDSHIP AVE AT FAIRMOUNT ST FS,Inbound,Yes,Yes,Yes,Bus,87,FRIENDSHIP,HOOD,Friendship Neighborhood
874,40.461852,-79.93609,E23490,FRIENDSHIP AVE AT GRAHAM ST,Inbound,Yes,Yes,Yes,Bus,87,FRIENDSHIP,HOOD,Friendship Neighborhood
875,40.461645,-79.936526,E23500,FRIENDSHIP AVE AT GRAHAM ST,Outbound,Yes,Yes,Yes,Bus,87,BLOOMFIELD,HOOD,Bloomfield Neighborhood
876,40.462461,-79.9444,E23510,FRIENDSHIP AVE AT GROSS ST,Inbound,Yes,Yes,Yes,Bus,87,BLOOMFIELD,HOOD,Bloomfield Neighborhood
877,40.462287,-79.944688,E23520,FRIENDSHIP AVE AT GROSS ST,Outbound,Yes,Yes,Yes,Bus,87,BLOOMFIELD,HOOD,Bloomfield Neighborhood
878,40.462695,-79.945477,E23530,FRIENDSHIP AVE AT MILLVALE AVE,Inbound,Yes,Yes,Yes,Bus,"64, 87",BLOOMFIELD,HOOD,Bloomfield Neighborhood
879,40.462194,-79.945859,E23540,FRIENDSHIP AVE AT MILLVALE AVE,Outbound,Yes,Yes,Yes,Bus,"64, 87",BLOOMFIELD,HOOD,Bloomfield Neighborhood
880,40.460595,-79.932679,E23550,FRIENDSHIP AVE AT NEGLEY AVE,Outbound,Yes,Yes,Yes,Bus,87,FRIENDSHIP,HOOD,Friendship Neighborhood
881,40.462202,-79.940174,E23560,FRIENDSHIP AVE AT PACIFIC AVE,Inbound,Yes,Yes,Yes,Bus,87,BLOOMFIELD,HOOD,Bloomfield Neighborhood
