,route,dist_from,fromDistName,dist_to,toDistName,SPC_20,SPC_45,APC_19_curr,APC_45_proj
978,59,23,Lincoln Liberty Port Vue,11,Waterfront (West Homestead Homestead Munhall(part)),6.0,6.0,2.196915407795222,2.196915407795222
986,59,23,Lincoln Liberty Port Vue,19,Monroeville Pitcairn Turtle Creek,3.0,8.0,1.098457703897611,2.929220543726963
987,59,23,Lincoln Liberty Port Vue,20,Wilkinsburg Wilkins Braddock and vicinity,6.0,6.0,2.196915407795222,2.196915407795222
988,59,23,Lincoln Liberty Port Vue,21,Wilmerding Wall North Versailles,2.5675675675675675,2.5675675675675675,0.9401214582907483,0.9401214582907483
989,59,23,Lincoln Liberty Port Vue,22,McKeesport White Oak,9.641791044776117,8.7910447761194,3.5303665508351076,3.2188636198790683
990,59,23,Lincoln Liberty Port Vue,23,Lincoln Liberty Port Vue,0.8507462686567164,0.8507462686567164,0.311502930956039,0.311502930956039
992,59,23,Lincoln Liberty Port Vue,25,Munhall Whitaker Duquesne,5.428571428571429,5.428571428571429,1.9876853689575822,1.9876853689575822
993,59,23,Lincoln Liberty Port Vue,26,Baldwin Brentwood Whitehall West Mifflin,10.208955223880595,9.925373134328357,3.7380351714724673,3.6342008611537877
988,55,23,Lincoln Liberty Port Vue,21,Wilmerding Wall North Versailles,2.4324324324324325,2.4324324324324325,7.5715016509324276,7.5715016509324276
989,55,23,Lincoln Liberty Port Vue,22,McKeesport White Oak,9.134328358208956,8.328358208955223,28.43268381156118,25.923917592894014
990,55,23,Lincoln Liberty Port Vue,23,Lincoln Liberty Port Vue,0.8059701492537313,0.8059701492537313,2.5087662186671627,2.5087662186671627
993,55,23,Lincoln Liberty Port Vue,26,Baldwin Brentwood Whitehall West Mifflin,9.671641791044776,9.402985074626866,30.10519462400595,29.26893921778356
994,55,23,Lincoln Liberty Port Vue,27,Allegheny County Southeast (remainder),30.0,33.0,93.38185369483327,102.72003906431661
973,56,23,Lincoln Liberty Port Vue,6,Hazelwood,4.0,10.0,1.6434956733176,4.108739183294
975,56,23,Lincoln Liberty Port Vue,8,Oakland,21.0,24.0,8.6283522849174,9.8609740399056
979,56,23,Lincoln Liberty Port Vue,12,Downtown,49.0,53.00000000000001,20.1328219981406,21.7763176714582
983,56,23,Lincoln Liberty Port Vue,16,Hays Lincoln Place,1.0,2.0,0.4108739183294,0.8217478366588
989,56,23,Lincoln Liberty Port Vue,22,McKeesport White Oak,15.223880597014926,13.880597014925371,6.255095473074448,5.703175284273761
990,56,23,Lincoln Liberty Port Vue,23,Lincoln Liberty Port Vue,1.3432835820895523,1.3432835820895523,0.5519201888006866,0.5519201888006866
992,56,23,Lincoln Liberty Port Vue,25,Munhall Whitaker Duquesne,8.571428571428571,8.571428571428571,3.5217764428234286,3.5217764428234286
993,56,23,Lincoln Liberty Port Vue,26,Baldwin Brentwood Whitehall West Mifflin,16.11940298507463,15.671641791044777,6.623042265608239,6.439068869341344
1007,56,23,Lincoln Liberty Port Vue,40,Midtown/Uptown,3.0,6.0,1.2326217549882,2.4652435099764
