District_No,District,Pittsburgh Chateau Area,Pittsburgh Lower North Side,Pittsburgh Upper North Side,Allegheny County Northwest,Allegheny County North (remainder),Hazelwood,Squirrel Hill,Oakland,South Side,Shadyside,Waterfront (West Homestead Homestead Munhall(part)),Downtown,East Liberty,Strip District,Pittsburgh East (remainder),Hays Lincoln Place,Verona Oakmont Penn Hills,Plum Borough,Monroeville Pitcairn Turtle Creek,Wilkinsburg Wilkins Braddock and vicinity,Wilmerding Wall North Versailles,McKeesport White Oak,Lincoln Liberty Port Vue,Elizabeth Forward South Versailles,Munhall Whitaker Duquesne,Baldwin Brentwood Whitehall West Mifflin,Allegheny County Southeast (remainder),Allegheny County West,Armstrong County East,Armstrong County West,Beaver County South,Beaver County North,Butler County,Fayette County,Greene County,Indiana County,Lawrence County,Washington County,Westmoreland County,Midtown/Uptown,Highland Park,Homewood/Lincoln-Lemington,Pittsburgh Southwest (remainder),Allegheny County Southcentral
1,Pittsburgh Chateau Area,0.0350976514565123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Pittsburgh Lower North Side,0.16436654550262503,0.053195734399976165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Pittsburgh Upper North Side,0.0848378551049586,0.13488905745728896,0.026270558273017375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Allegheny County Northwest,0.14838738328835224,0.147247534762604,0.09064346765081088,0.012188851822698443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Allegheny County North (remainder),0.06838137134582165,0.12109104070366275,0.05275233062427006,0.024829821537118296,0.003993141538490061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Hazelwood,0.15880895446205132,0.2105180519912994,0.10052524939537466,0.117376930549773,0.06984250074896772,0.0012193262911448747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Squirrel Hill,0.1436612923381819,0.22458307053966756,0.09185637433338353,0.16493076841939913,0.05717543580913774,0.1967347096011322,0.06173854750779037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Oakland,0.37284844925064664,0.6035205074388605,0.24502990068152114,0.3572663142335537,0.1651712929007582,0.40473679914191624,0.8605377912398234,0.3865062948626993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,South Side,0.12649897028580476,0.2007966881935086,0.0826570486580151,0.15616372662425293,0.07969902736192738,0.13955643163957332,0.18905352388124763,0.5876547193312559,0.021614999981522984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Shadyside,0.21683738941322556,0.3116542328532421,0.1186265785356273,0.23430359514643975,0.09296582180233905,0.1685725042949967,0.36265559221315136,1.1158418755172403,0.28846150977977564,0.06764049207300982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Waterfront (West Homestead Homestead Munhall(part)),0.08027850067582562,0.11136373250921636,0.05789037926745208,0.12196663976324994,0.07347089676383883,0.15205848191053584,0.24665630026201452,0.49700350687621564,0.10328919642100537,0.2048539878156735,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Downtown,0.6241443376313598,0.7560766698159536,0.3668305132852996,0.6253465194243435,0.30737226443449606,0.7712841953499054,1.2656355916073836,1.6895386606621738,0.7383173894856296,1.5730161452433857,0.7041673739161434,0.5358689936650501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,East Liberty,0.24657100969118861,0.31836023119722545,0.1249355899727605,0.21610766045548654,0.13205667434137608,0.22810820092044953,0.44914726651032744,1.0506512156801837,0.3423732516335316,0.6631472410557893,0.24082582940287728,1.4510279409109725,0.13179815039706994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Strip District,0.29702203316853,0.5231916071449483,0.18701291612875454,0.22388143889516118,0.1514110135484722,0.3276585909266522,0.4470451415868018,1.0041791401843652,0.37232949177609687,0.6145676208312341,0.23962327994586058,1.1278722852013752,0.7696917633450142,0.24031766011564257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Pittsburgh East (remainder),0.18666730923003627,0.33802954717629996,0.11108167359568366,0.17052592674594208,0.07622860853030866,0.17235107799420854,0.24318914443306805,0.6256251768333732,0.23095275642763036,0.2768145520048967,0.17735142841563162,0.9518843849101267,0.47408420181742383,0.7184740952353241,0.11712320502825722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Hays Lincoln Place,0.013888888888888888,0.01696712619300106,0.0,0.0,0.013888888888888888,0.05926274232774448,0.034459019527026624,0.06635254936230303,0.019045440171718234,0.03125,0.04743253230138872,0.16618518228555024,0.017857142857142856,0.06602564102564103,0.026554726368159202,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Verona Oakmont Penn Hills,0.042329665679221334,0.13051150603782183,0.054856539248411246,0.08585858585858586,0.015191404380198989,0.05390460991077328,0.07419022493833739,0.2096985336392687,0.103195957991428,0.11775275532189328,0.0713086443298472,0.31468653270270885,0.1571782651459675,0.12885563344445028,0.103707708891081,0.0,0.008060575278795754,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Plum Borough,0.0,0.005494505494505495,0.0,0.0,0.0033106226246742724,0.0018726591760299626,0.001524390243902439,0.029985734215027152,0.002,0.01033966033966034,0.0,0.0601063829787234,0.04154929577464789,0.017857142857142856,0.0072435897435897435,0.0,0.010647874597752098,0.0005890680625757806,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Monroeville Pitcairn Turtle Creek,0.007246376811594203,0.018079501915708812,0.045454545454545456,0.0,0.012819344967102752,0.04740946076954661,0.06467637418741012,0.20067126105901567,0.09240697014131273,0.09657708495752991,0.08184051954773114,0.36399956431988667,0.14733704239680467,0.08144374782305816,0.09836922676684794,0.016404647983595352,0.021997458518005067,0.004768925654010409,0.0027197491586033254,,,,,,,,,,,,,,,,,,,,,,,,,
20,Wilkinsburg Wilkins Braddock and vicinity,0.08940774689591369,0.14694776818601024,0.07810435298037963,0.11827361172899473,0.04055272193792869,0.08981521921508537,0.15087627551182714,0.4839263700419205,0.10819670614313581,0.2307176719238244,0.12790105137306806,0.8382788822888616,0.28212592617235976,0.41869708370497905,0.20610896188091918,0.029275312567753127,0.04627417195787577,0.021740302302759376,0.045118261406375496,0.03379702970072808,,,,,,,,,,,,,,,,,,,,,,,,
21,Wilmerding Wall North Versailles,0.010869565217391304,0.01818181818181818,0.011627906976744186,0.08333333333333333,0.024970131421744323,0.09809145880574452,0.08567621031280873,0.22341509954877722,0.030381147674380757,0.1553245218138835,0.10143385299494398,0.3538912428120434,0.05639855836849508,0.07692307692307693,0.08757407083600474,0.0,0.029772700327704973,0.0,0.022851733384417774,0.04985644642247701,0.008315319026339491,,,,,,,,,,,,,,,,,,,,,,,
22,McKeesport White Oak,0.010869565217391304,0.00909090909090909,0.0,0.0,0.006024096385542169,0.05611990503972006,0.09472756870223183,0.13097754216693488,0.07259581378018606,0.04243156199677939,0.0993448394399842,0.13711854073303736,0.030112044817927168,0.06401617250673855,0.038801705023319824,0.04347051416016934,0.023481747928211907,0.011111111111111112,0.021181768257380284,0.033508570554947666,0.016189645662469592,0.008424216818190073,,,,,,,,,,,,,,,,,,,,,,
23,Lincoln Liberty Port Vue,0.0,0.015151515151515152,0.0,0.0,0.0,0.012891252006420545,0.012329931972789115,0.03855790390610673,0.00959229101985824,0.008928571428571428,0.016082620516807075,0.06494807265937999,0.0078125,0.015151515151515152,0.01020408163265306,0.010702673410404625,0.008006230529595015,0.0,0.007000042631197511,0.006396575703803175,0.006224593495934959,0.019935854778389085,0.0007840825664679281,,,,,,,,,,,,,,,,,,,,,
24,Elizabeth Forward South Versailles,0.0,0.0,,,0.0,0.001876172607879925,0.003289473684210526,0.02,0.003205128205128205,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000663129973474801,0.0007886435331230284,0.0009225092250922509,0.02104355775465055,0.00838708123963511,0.00037073644889685576,,,,,,,,,,,,,,,,,,,,
25,Munhall Whitaker Duquesne,0.028932005494505496,0.08608999985356354,0.0195480631276901,0.05555555555555555,0.02887927227766493,0.07706107539663143,0.14800397403363988,0.3508886522028971,0.04616457075866483,0.10099577385950309,0.15622161121368108,0.44934334139717624,0.11811115064539722,0.14846082741928618,0.1302927160221952,0.04281436236037823,0.03717700488272521,0.03042328042328042,0.03811798356551934,0.06982936699782766,0.03553770864880794,0.05759876933146698,0.027698722057875744,0.03526534460998317,0.020717462234886484,,,,,,,,,,,,,,,,,,,
26,Baldwin Brentwood Whitehall West Mifflin,0.0817918201094767,0.11798982736697783,0.04698197912712882,0.06801576481433115,0.03719887801783233,0.05852848462362602,0.05015572002738988,0.17735044920641185,0.06139507857242461,0.09964267464005203,0.05652103274446893,0.4992211639803132,0.17310109463026419,0.11970663788156205,0.08434377596219758,0.02041526963845866,0.013945278022947925,0.0,0.01876338198331829,0.03713403179426753,0.01707069595461717,0.03603052904363161,0.01562006865342254,0.0214162008566708,0.02909605536726006,0.00941842273854637,,,,,,,,,,,,,,,,,,
27,Allegheny County Southeast (remainder),0.0,0.0,0.0,0.0,0.0,0.030361334294493857,0.030771075553509074,0.027347161464926273,0.019004900675192712,0.007692307692307693,0.06388946799785872,0.08988413379896776,0.007575757575757576,0.0,0.02204301075268817,0.010815219293639959,0.00641025641025641,0.0,0.013375255635317555,0.034257708334208437,0.022505687037791846,0.04329774863568631,0.03216606760415677,0.02595496273204697,0.035044307371568,0.018147072500763375,0.0051558622560644645,,,,,,,,,,,,,,,,,
28,Allegheny County West,0.07184009870335444,0.11658431362172084,0.05348124323869197,0.030279432434252306,0.02266785002046071,0.12421663375610745,0.11809868781466362,0.29074540152213885,0.09566187582858512,0.18041063958872178,0.08525297983293356,0.48532683423226,0.2237302759706001,0.19832754187747564,0.12004330560777238,0.01732456140350877,0.06543633261296868,0.0,0.09655908669594801,0.08188278540614503,0.04933051444679352,0.02334057071960298,0.005555555555555556,0.0,0.029235060784575898,0.031245271327275864,0.0006273525721455458,0.005080296218302595,,,,,,,,,,,,,,,,
29,Armstrong County East,,,,,0.0026595744680851063,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.006932470480705846,,,,,,,,,,,,,,,
30,Armstrong County West,,,,,0.008003510268515932,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.003805206825244121,0.0,,,,,,,,,,,,,,
31,Beaver County South,0.011111111111111112,0.0,0.0,0.025604787923881198,0.005325365205843294,,,,0.0,,,0.0,,0.0,0.0,,,,,,,,,,,,,0.00732139073233079,,,0.005470108039601739,,,,,,,,,,,,,
32,Beaver County North,0.01569506726457399,0.00975609756097561,0.003424657534246575,0.060919347729906106,0.0024290130156836183,,,0.0,0.0,,,0.02927927927927928,,0.01020408163265306,0.0,,,,,,,,,,,,,0.01871089346216756,,,0.02648621801822818,0.006722338252639444,,,,,,,,,,,,
33,Butler County,0.0,0.0,0.0,0.0005608524957936063,0.0019438927113328763,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.003080082135523614,0.0,0.0,0.0,0.0002300966405890474,0.0026939633775002305,,,,,,,,,,,
34,Fayette County,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.5497287905758082e-05,,,,,,,,,,
35,Greene County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
36,Indiana County,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,0.00020590202971427888,,,,,,,,
37,Lawrence County,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.00024426361782185324,,,,,,,
38,Washington County,0.0,0.010869565217391304,0.0,0.007575757575757576,0.0,0.00974025974025974,0.013888888888888888,0.0125,0.017679127725856697,0.0,0.025813721162558374,0.047383114561465565,0.0,0.0,0.011111111111111112,0.007352941176470588,0.0058823529411764705,0.0,0.025415444770283478,0.006514657980456026,0.0075,0.031084484309056363,0.012282119492089023,0.012824283303649294,0.04376963616094051,0.023385252249996883,0.014274015148886932,0.006626277794847549,,,0.0009351620947630922,0.005128205128205128,,0.0,0.0,,,0.004776200850790665,,,,,,
39,Westmoreland County,0.0,0.020833333333333332,0.0,0.0,0.03155303519128341,0.0023584905660377358,0.003111111111111111,0.023385604549555548,0.0024154589371980675,0.005319148936170213,0.01238792578255139,0.041052775459699,0.01291454081632653,0.02531645569620253,0.017507506755107996,0.0,0.009565337857460417,0.0012665150530647607,0.007495848041376456,0.018259199875451666,0.010462674716883788,0.007273550110954155,0.004649852050162041,0.0005173207076117196,0.025132821368846977,0.005270759890325108,0.01139651121675354,0.001392757660167131,0.0,0.0,,,0.0006485084306095979,0.0,0.0,0.0,,0.03788844010765412,0.004209832563828163,,,,,
40,Midtown/Uptown,0.3664386442896941,0.4905929531130912,0.21746455561944084,0.3624753626883887,0.20154854907132538,0.4364028977353377,0.9230632887350427,1.2812914377700337,0.5498592037314238,1.1638744397638936,0.4963034597000902,1.4317481927948172,1.0421347949099617,0.7767940300741873,0.5231982127982648,0.04123914759273875,0.2569995360388542,0.018050541516245487,0.11415938384725338,0.5053549269664608,0.1595462295590173,0.1252405206564799,0.015991096532333646,0.017241379310344827,0.25966519382253006,0.2529157801066147,0.04762726488352027,0.30766852195681155,,,0.0,0.0,0.0,,,,,0.024479166666666666,0.008928571428571428,0.18726996966632964,,,,
41,Highland Park,0.20559386433999438,0.26018786471004623,0.10961123013146136,0.165359477124183,0.0663206257247851,0.15329892554361715,0.3338472137309847,1.1356661740311542,0.34635574208509784,0.7466727431874072,0.2422248803827751,1.6836309189322431,0.5639560928319289,0.7944670160434008,0.36435523849883666,0.0,0.09164805303912413,0.0078125,0.060099573257467995,0.23793398707382757,0.04060150375939849,0.019230769230769232,0.0,0.0,0.12969403145873734,0.06041666666666667,0.0,0.14814814814814814,,,,,0.0,,,,,0.0,0.006289308176100629,1.0085886034255598,0.0704807663299382,,,
42,Homewood/Lincoln-Lemington,0.16363207343984293,0.22620468711574981,0.09233278161889849,0.1401189627761636,0.05217364025842499,0.1458471987587289,0.27966296734813756,0.7404519542995078,0.2199248934392152,0.4248773706091826,0.15836954881011442,1.087294196132113,0.32166468677295557,0.5942839413981114,0.3259425528702763,0.017857142857142856,0.09318326353493248,0.04522138680033417,0.08809057531125952,0.1862573987637972,0.09068578178845906,0.034846430160581664,0.006493506493506494,0.004761904761904762,0.10234705400936417,0.07414226290698392,0.013157894736842105,0.14137942684384897,0.0,0.0,,,0.0,,,,,0.0,0.025434297397452097,0.7459275862132585,0.33109879395556235,0.06221836558378648,,
43,Pittsburgh Southwest (remainder),0.103010948889434,0.188586063713611,0.07567898683043801,0.0796004192082897,0.05330328083177811,0.13969777606535183,0.15550516439698814,0.39841976704571835,0.16405313694698348,0.23050682287571012,0.08611608484532757,0.7012737095716978,0.27517928079868426,0.2752004185210007,0.1586265745905204,0.027101211274932684,0.07981925516316841,0.008333333333333333,0.056967061715221125,0.09633737907413899,0.03963230861965039,0.06553006235066286,0.009634257264589018,0.002702702702702703,0.05270628372179236,0.05885471278630916,0.02970112460893279,0.06437764705860868,,,0.0,0.004629629629629629,0.0,,,,,0.03214425078235112,0.008771929824561403,0.40286135124045375,0.21353718035303712,0.18062013864664003,0.038161174061231734,
44,Allegheny County Southcentral,0.07855299978801501,0.11837387075854344,0.05345489391486703,0.05581431496416776,0.03567879167486647,0.09847760004425479,0.11195050090393056,0.3628238411974251,0.09133813120042363,0.18620742458053244,0.06433710326162952,0.6251691364950354,0.22933867802661484,0.210284830979136,0.1183199928099618,0.008343240030260456,0.04202985176089086,0.0,0.018837268201275736,0.0645820513525009,0.007936507936507936,0.02969141483867669,0.009296229078443234,0.008872883872883874,0.03167642869273238,0.021338674453678343,0.005205133336374105,0.034666468775852624,,,0.0,0.016666666666666666,0.0,0.0,,,,0.013198997677639697,0.012903225806451613,0.323421862561049,0.17607004249751723,0.14390185131625252,0.06065274328287308,0.01315651761224046
