,route,dist_from,fromDistName,dist_to,toDistName,SPC_20,SPC_45,APC_19_curr,APC_45_proj
720,79,17,Verona Oakmont Penn Hills,17,Verona Oakmont Penn Hills,63.3082191780822,63.57534246575343,88.17634294136914,88.54839502129053
723,79,17,Verona Oakmont Penn Hills,20,Wilkinsburg Wilkins Braddock and vicinity,57.5,58.49999999999999,80.0865951523092,81.47940550278413
745,79,17,Verona Oakmont Penn Hills,42,Homewood/Lincoln-Lemington,46.47945205479452,51.82191780821919,64.73706190632164,72.17810350474943
708,P78,17,Verona Oakmont Penn Hills,5,Allegheny County North (remainder),44.87179487179488,41.025641025641036,18.59511081329653,17.001244172156827
713,P78,17,Verona Oakmont Penn Hills,10,Shadyside,16.121495327102803,15.654205607476635,6.6808335378612735,6.487186188937758
715,P78,17,Verona Oakmont Penn Hills,12,Downtown,470.12578616352204,594.0251572327044,194.8226300034598,246.1671893488532
716,P78,17,Verona Oakmont Penn Hills,13,East Liberty,23.59813084112149,26.869158878504656,9.779191120637513,11.134722563102116
718,P78,17,Verona Oakmont Penn Hills,15,Pittsburgh East (remainder),33.0188679245283,37.42138364779874,13.683194749406875,15.507620715994458
720,P78,17,Verona Oakmont Penn Hills,17,Verona Oakmont Penn Hills,40.58219178082192,40.75342465753425,16.817476442984322,16.888436259199445
723,P78,17,Verona Oakmont Penn Hills,20,Wilkinsburg Wilkins Braddock and vicinity,36.858974358974365,37.5,15.274555310922144,15.540199751112093
745,P78,17,Verona Oakmont Penn Hills,42,Homewood/Lincoln-Lemington,29.794520547945204,33.21917808219179,12.347008021431526,13.766204345734003
713,77,17,Verona Oakmont Penn Hills,10,Shadyside,21.60280373831776,20.976635514018696,15.093540761834488,14.65604682670885
715,77,17,Verona Oakmont Penn Hills,12,Downtown,629.9685534591197,795.993710691824,440.1491656124062,556.1483437069132
716,77,17,Verona Oakmont Penn Hills,13,East Liberty,31.621495327102803,36.00467289719625,22.093443723844683,25.155901269724136
718,77,17,Verona Oakmont Penn Hills,15,Pittsburgh East (remainder),44.24528301886792,50.14465408805031,30.91348654802852,35.03528475443232
720,77,17,Verona Oakmont Penn Hills,17,Verona Oakmont Penn Hills,54.380136986301366,54.60958904109589,37.994550345380254,38.15486490379958
721,77,17,Verona Oakmont Penn Hills,18,Plum Borough,11.989473684210527,11.989473684210527,8.376857557826677,8.376857557826677
722,77,17,Verona Oakmont Penn Hills,19,Monroeville Pitcairn Turtle Creek,88.0,82.0,61.48422228571643,57.29211622078121
745,77,17,Verona Oakmont Penn Hills,42,Homewood/Lincoln-Lemington,39.92465753424658,44.513698630137,27.894733164962723,31.10102433334925
710,74,17,Verona Oakmont Penn Hills,7,Squirrel Hill,35.0,53.0,0.8968266741843717,1.3580518209077628
713,74,17,Verona Oakmont Penn Hills,10,Shadyside,17.733644859813086,17.219626168224302,0.45440016402265565,0.44122914477562214
716,74,17,Verona Oakmont Penn Hills,13,East Liberty,25.957943925233646,29.556074766355135,0.6651364719751915,0.7573336067044258
720,74,17,Verona Oakmont Penn Hills,17,Verona Oakmont Penn Hills,44.64041095890411,44.82876712328767,1.1438488941285014,1.1486752607703938
745,74,17,Verona Oakmont Penn Hills,42,Homewood/Lincoln-Lemington,32.773972602739725,36.541095890410965,0.8397877956892795,0.936315128527128
713,P17,17,Verona Oakmont Penn Hills,10,Shadyside,4.5140186915887845,4.383177570093458,2.287143407595084,2.2208493957807334
715,P17,17,Verona Oakmont Penn Hills,12,Downtown,131.63522012578616,166.32704402515722,66.69636226341221,84.27386509403723
716,P17,17,Verona Oakmont Penn Hills,13,East Liberty,6.6074766355140175,7.523364485981305,3.3478475966246877,3.8119056793251382
718,P17,17,Verona Oakmont Penn Hills,15,Pittsburgh East (remainder),9.245283018867925,10.477987421383649,4.684359891410222,5.308941210264918
720,P17,17,Verona Oakmont Penn Hills,17,Verona Oakmont Penn Hills,11.363013698630136,11.410958904109586,5.757362484931877,5.78165515364467
745,P17,17,Verona Oakmont Penn Hills,42,Homewood/Lincoln-Lemington,8.342465753424658,9.301369863013702,4.226924356025936,4.712777730281792
708,P16,17,Verona Oakmont Penn Hills,5,Allegheny County North (remainder),25.128205128205128,22.974358974358974,18.29500659240744,16.72686317020109
713,P16,17,Verona Oakmont Penn Hills,10,Shadyside,9.028037383177569,8.766355140186915,6.573012381864942,6.3824902838398705
715,P16,17,Verona Oakmont Penn Hills,12,Downtown,263.2704402515723,332.65408805031444,191.6784113872984,242.1943271642854
716,P16,17,Verona Oakmont Penn Hills,13,East Liberty,13.214953271028035,15.04672897196261,9.621365950266073,10.955020636441565
718,P16,17,Verona Oakmont Penn Hills,15,Pittsburgh East (remainder),18.49056603773585,20.955974842767297,13.462363341582831,15.257345120460542
720,P16,17,Verona Oakmont Penn Hills,17,Verona Oakmont Penn Hills,22.72602739726027,22.821917808219172,16.546061245951265,16.61587585036456
721,P16,17,Verona Oakmont Penn Hills,18,Plum Borough,5.010526315789472,5.010526315789472,3.647996803237933,3.647996803237933
723,P16,17,Verona Oakmont Penn Hills,20,Wilkinsburg Wilkins Braddock and vicinity,20.641025641025642,21.0,15.02804112947754,15.28939836651193
745,P16,17,Verona Oakmont Penn Hills,42,Homewood/Lincoln-Lemington,16.684931506849313,18.6027397260274,12.147741167913587,13.544033256179521
