,route,dist_from,fromDistName,dist_to,toDistName,SPC_20,SPC_45,APC_19_curr,APC_45_proj
1061,61C,25,Munhall Whitaker Duquesne,6,Hazelwood,14.869565217391305,41.90513833992095,5.295482866650018,14.923633533286417
1062,61C,25,Munhall Whitaker Duquesne,7,Squirrel Hill,49.616580310880835,70.29015544041452,17.66990137887364,25.032360286737656
1063,61C,25,Munhall Whitaker Duquesne,8,Oakland,336.7586206896552,572.6206896551723,119.92949894547226,203.92681338198977
1066,61C,25,Munhall Whitaker Duquesne,11,Waterfront (West Homestead Homestead Munhall(part)),122.38961038961037,138.18181818181816,43.58648524007461,49.21054785169714
1067,61C,25,Munhall Whitaker Duquesne,12,Downtown,664.1914893617021,631.4468085106383,236.5378274797134,224.8764981882607
1077,61C,25,Munhall Whitaker Duquesne,22,McKeesport White Oak,29.800829875518676,34.53112033195021,10.612938691252943,12.297532134308966
1080,61C,25,Munhall Whitaker Duquesne,25,Munhall Whitaker Duquesne,52.725,64.8375,18.77689966466319,23.09051174978852
1095,61C,25,Munhall Whitaker Duquesne,40,Midtown/Uptown,29.73913043478261,50.916996047430835,10.590965733300036,18.13301708883188
1061,52L,25,Munhall Whitaker Duquesne,6,Hazelwood,3.130434782608696,8.82213438735178,2.4211011775730866,6.823103318615063
1062,52L,25,Munhall Whitaker Duquesne,7,Squirrel Hill,10.44559585492228,14.797927461139897,8.078700302368228,11.44482542835499
1066,52L,25,Munhall Whitaker Duquesne,11,Waterfront (West Homestead Homestead Munhall(part)),25.766233766233768,29.090909090909097,19.927793819447167,22.499122054214546
1067,52L,25,Munhall Whitaker Duquesne,12,Downtown,139.82978723404256,132.93617021276597,108.1453810866541,102.81380721689209
1080,52L,25,Munhall Whitaker Duquesne,25,Munhall Whitaker Duquesne,11.1,13.65,8.584821258811237,10.557009926375981
1095,52L,25,Munhall Whitaker Duquesne,40,Midtown/Uptown,6.260869565217392,10.719367588932807,4.842202355146173,8.290437365629055
1061,53L,25,Munhall Whitaker Duquesne,6,Hazelwood,7.173913043478262,20.217391304347828,3.5049048783027126,9.877459202489463
1062,53L,25,Munhall Whitaker Duquesne,7,Squirrel Hill,23.93782383419689,33.9119170984456,11.695123013611123,16.568090935949094
1066,53L,25,Munhall Whitaker Duquesne,11,Waterfront (West Homestead Homestead Munhall(part)),59.04761904761904,66.66666666666666,28.848452273937472,32.57083321251005
1067,53L,25,Munhall Whitaker Duquesne,12,Downtown,320.4432624113475,304.645390070922,156.55656081108887,148.838312834401
1071,53L,25,Munhall Whitaker Duquesne,16,Hays Lincoln Place,5.260869565217392,5.739130434782608,2.570263577421989,2.8039239026421696
1080,53L,25,Munhall Whitaker Duquesne,25,Munhall Whitaker Duquesne,25.4375,31.281250000000004,12.427808547648368,15.282845646432454
1081,53L,25,Munhall Whitaker Duquesne,26,Baldwin Brentwood Whitehall West Mifflin,35.588235294117645,38.4640522875817,17.38707714138404,18.792093476041337
1095,53L,25,Munhall Whitaker Duquesne,40,Midtown/Uptown,14.347826086956523,24.56521739130435,7.009809756605425,12.00164397721838
1065,P7,25,Munhall Whitaker Duquesne,10,Shadyside,24.0,32.0,8.425430296023602,11.233907061364803
1067,P7,25,Munhall Whitaker Duquesne,12,Downtown,168.9609929078014,160.63120567375884,59.31537785381745,56.391126115436926
1068,P7,25,Munhall Whitaker Duquesne,13,East Liberty,20.0,30.0,7.021191913353002,10.531787870029504
1070,P7,25,Munhall Whitaker Duquesne,15,Pittsburgh East (remainder),41.0,48.999999999999986,14.393443422373654,17.20192018771485
1075,P7,25,Munhall Whitaker Duquesne,20,Wilkinsburg Wilkins Braddock and vicinity,43.71641791044776,54.1044776119403,15.347067995679804,18.993896034257183
1077,P7,25,Munhall Whitaker Duquesne,22,McKeesport White Oak,7.58091286307054,8.784232365145229,2.661352204501231,3.0837890623585693
1080,P7,25,Munhall Whitaker Duquesne,25,Munhall Whitaker Duquesne,13.4125,16.493750000000002,4.708586826892357,5.790289206043304
1097,P7,25,Munhall Whitaker Duquesne,42,Homewood/Lincoln-Lemington,26.0,37.0,9.127549487358902,12.989205039703053
1061,56,25,Munhall Whitaker Duquesne,6,Hazelwood,7.826086956521738,22.055335968379445,0.30477083489281503,0.8588996256070243
1063,56,25,Munhall Whitaker Duquesne,8,Oakland,177.24137931034485,301.37931034482756,6.902300402495901,11.736596404244
1067,56,25,Munhall Whitaker Duquesne,12,Downtown,349.57446808510633,332.34042553191483,13.613457541092892,12.942313255743821
1071,56,25,Munhall Whitaker Duquesne,16,Hays Lincoln Place,5.7391304347826075,6.26086956521739,0.223498612254731,0.243816667914252
1077,56,25,Munhall Whitaker Duquesne,22,McKeesport White Oak,15.684647302904565,18.174273858921165,0.6108062790590444,0.7077596566874642
1078,56,25,Munhall Whitaker Duquesne,23,Lincoln Liberty Port Vue,3.673469387755102,3.673469387755102,0.1430556980109132,0.1430556980109132
1080,56,25,Munhall Whitaker Duquesne,25,Munhall Whitaker Duquesne,27.75,34.125,1.0806665853907735,1.3289278279805459
1081,56,25,Munhall Whitaker Duquesne,26,Baldwin Brentwood Whitehall West Mifflin,38.8235294117647,41.96078431372549,1.5119023770172981,1.6340763064732415
