Pittsburgh Chateau Area,Pittsburgh Lower North Side,Pittsburgh Upper North Side,Allegheny County Northwest,Allegheny County North (remainder),Hazelwood,Squirrel Hill,Oakland,South Side,Shadyside,Waterfront (West Homestead Homestead Munhall(part)),Downtown,East Liberty,Strip District,Pittsburgh East (remainder),Hays Lincoln Place,Verona Oakmont Penn Hills,Plum Borough,Monroeville Pitcairn Turtle Creek,Wilkinsburg Wilkins Braddock and vicinity,Wilmerding Wall North Versailles,McKeesport White Oak,Lincoln Liberty Port Vue,Elizabeth Forward South Versailles,Munhall Whitaker Duquesne,Baldwin Brentwood Whitehall West Mifflin,Allegheny County Southeast (remainder),Allegheny County West,Armstrong County East,Armstrong County West,Beaver County South,Beaver County North,Butler County,Fayette County,Greene County,Indiana County,Lawrence County,Washington County,Westmoreland County,Midtown/Uptown,Highland Park,Homewood/Lincoln-Lemington,Pittsburgh Southwest (remainder),Allegheny County Southcentral
31,45.0,24.0,22.0,479.0,40.0,186.0,339.0,167.0,123.0,181.0,213.0,113.0,22.0,139.0,12.0,1367.0,890.0,16377.0,1880.0,927.0,417.0,44.0,51.0,164.0,119.0,41.0,97.0,19.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,6.0,1910.0,40.0,24.0,210.0,137.0,121.0
70,83.0,53.0,40.0,509.0,96.0,608.0,746.0,368.0,353.0,579.0,401.0,306.0,49.0,378.0,33.0,1252.0,126.0,1779.0,4303.0,578.0,321.0,42.0,30.0,389.0,203.0,45.0,173.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,401.0,85.0,66.0,642.0,276.0,218.0
6,13.0,7.0,6.0,75.0,10.0,55.0,87.0,37.0,39.0,115.0,55.0,32.0,7.0,35.0,9.0,165.0,33.0,931.0,614.0,1558.0,729.0,67.0,61.0,205.0,124.0,44.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,593.0,8.0,9.0,52.0,38.0,45.0
12,15.0,9.0,2.0,60.0,30.0,49.0,95.0,54.0,24.0,166.0,70.0,21.0,8.0,26.0,36.0,97.0,19.0,418.0,338.0,734.0,3044.0,356.0,326.0,482.0,429.0,164.0,20.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,56.0,719.0,14.0,4.0,44.0,74.0,112.0
4,5.0,5.0,3.0,11.0,12.0,15.0,34.0,25.0,5.0,45.0,20.0,4.0,5.0,9.0,15.0,10.0,4.0,45.0,45.0,71.0,359.0,452.0,126.0,109.0,204.0,175.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,39.0,93.0,5.0,1.0,7.0,31.0,41.0
0,4.0,2.0,0.0,1.0,4.0,6.0,26.0,10.0,6.0,19.0,16.0,3.0,2.0,8.0,5.0,7.0,6.0,48.0,38.0,66.0,350.0,135.0,1742.0,53.0,156.0,225.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,220.0,388.0,4.0,0.0,6.0,19.0,39.0
17,21.0,10.0,14.0,89.0,54.0,141.0,216.0,124.0,54.0,625.0,121.0,46.0,13.0,62.0,81.0,81.0,12.0,150.0,403.0,195.0,473.0,113.0,39.0,1430.0,662.0,135.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,125.0,24.0,10.0,65.0,146.0,147.0
78,129.0,71.0,51.0,348.0,142.0,173.0,557.0,480.0,85.0,569.0,641.0,57.0,73.0,182.0,167.0,62.0,4.0,111.0,213.0,114.0,404.0,195.0,142.0,641.0,11106.0,1280.0,420.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,403.0,140.0,128.0,18.0,63.0,1507.0,2682.0
14,11.0,10.0,11.0,37.0,16.0,21.0,66.0,47.0,13.0,73.0,73.0,11.0,6.0,25.0,20.0,12.0,1.0,35.0,47.0,48.0,168.0,180.0,199.0,143.0,1326.0,3357.0,87.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,581.0,118.0,14.0,2.0,10.0,140.0,933.0
551,447.0,334.0,2145.0,1582.0,47.0,167.0,766.0,460.0,108.0,124.0,1409.0,76.0,149.0,332.0,7.0,70.0,6.0,91.0,189.0,24.0,18.0,11.0,4.0,69.0,424.0,88.0,55899.0,0.0,0.0,1302.0,672.0,124.0,0.0,0.0,0.0,0.0,1884.0,7.0,183.0,23.0,88.0,2712.0,5310.0
0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,26.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9611.0,1053.0,0.0,0.0,119.0,0.0,0.0,216.0,0.0,0.0,935.0,0.0,1.0,0.0,0.0,0.0
0,1.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.0,4711.0,0.0,0.0,384.0,0.0,0.0,7.0,0.0,0.0,95.0,0.0,0.0,2.0,0.0,0.0
8,5.0,1.0,332.0,133.0,0.0,2.0,2.0,1.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1366.0,0.0,0.0,13385.0,3284.0,119.0,0.0,0.0,0.0,28.0,64.0,0.0,2.0,0.0,0.0,22.0,29.0
11,8.0,7.0,645.0,562.0,0.0,1.0,1.0,1.0,0.0,0.0,16.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755.0,0.0,0.0,3719.0,27969.0,1096.0,0.0,0.0,0.0,1111.0,16.0,0.0,4.0,0.0,1.0,12.0,14.0
